PUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
0901500,38063,8640,19099,10324,9072,12982,16009,296,68,113,1150,6232,1139,4321,2151,299,534,216,778,283,1494,6265,6945,271,3225,1484,799,3144,8738,9504,8037,0.226992092057904,0.5017733757192023,0.2712345322228936,0.2383416966607992,0.3410661272101516,0.4205921761290492,0.0077765809316133775,0.001786511835640911,0.002968762315109161,0.030213067808633056,0.1637285552899141,0.02992407324698526,0.11352231826182907,0.05651157291858235,0.007855397630244594,0.014029372356356568,0.0056748023014476,0.02043979717836219,0.007435041904211439,0.0392507159183459,0.16459553897485749,0.1824606573312666,0.007119775109686572,0.08472795102855792,0.03898799358957518,0.020991514068780706,0.10685518132073547,0.2969785541922985,0.323012609183292,0.27315365530367397
1000101,72302,13124,41276,17902,12142,17415,42745,0,0,749,5169,1502,1635,3783,3120,1988,12356,1208,8976,3841,4939,4356,8257,1147,3313,1984,3979,5595,13580,17343,22660,0.1815164172498686,0.5708832397444054,0.24760034300572598,0.16793449697103816,0.2408647063705015,0.5912007966584604,0.0,0.0,0.010359326159718957,0.07149179829050371,0.02077397582362867,0.022613482337971287,0.05232220408840696,0.04315233326878924,0.027495781582805454,0.17089430444524356,0.016707698265608143,0.12414594340405521,0.053124394899172915,0.06831069679953529,0.06024729606373268,0.11420154352576692,0.01586401482669912,0.0458216923459932,0.0274404580786147,0.05503305579375398,0.09454527020176418,0.2294771705701443,0.2930649903680422,0.3829125688600493
1000102,74418,17616,38608,18194,20335,19370,34713,75,2,169,1739,2114,1443,10355,306,540,9361,926,5336,3496,4010,4379,18507,2471,6758,2187,244,5534,13551,17158,20559,0.23671692332500202,0.5187992152436238,0.24448386143137413,0.27325378268698436,0.26028648982772984,0.4664597274852858,0.0010078206885430945,2.6875218361149186e-05,0.0022709559515171063,0.023368002365019215,0.028407105807734687,0.019390470047569136,0.1391464430648499,0.0041119084092558255,0.00725630895751028,0.12578945953935874,0.012443226101212072,0.07170308258754603,0.04697788169528878,0.053884812814104115,0.05884329060173614,0.24868983310489398,0.03320433228519982,0.09081136284232309,0.029388051277916633,0.0032787766400602003,0.09742614696665611,0.23856554346677933,0.3020668286327946,0.36194148093376993
1000103,103587,26666,54841,22080,22725,28768,52094,16,1,623,3647,2118,2261,11272,2124,966,18351,966,5196,397,7371,11071,21766,1433,8001,1980,4027,7450,18428,23702,27341,0.2574261248998426,0.5294197148290809,0.21315416027107648,0.21938081033334297,0.2777182464981127,0.5029009431685443,0.00015445953642831628,9.653721026769768e-06,0.006014268199677566,0.035207120584629346,0.02044658113469837,0.021827063241526445,0.10881674341374883,0.020504503460858987,0.009325494511859597,0.17715543456225202,0.009325494511859597,0.05016073445509572,0.003832527247627598,0.07115757768831996,0.1068763454873681,0.21012289186867078,0.013833782231361079,0.07723942193518492,0.019114367633004142,0.038875534574801855,0.09685261502060556,0.23957046840264687,0.3081343196266299,0.35544259695011765
1000104,48883,12178,25803,10902,11924,15358,21601,130,1,0,4680,5465,2664,10186,2288,414,601,718,2508,32,3372,5119,3581,627,4369,1765,363,4675,10804,11509,9717,0.24912546283984208,0.5278522185626905,0.22302231859746743,0.24392938240288034,0.3141787533498353,0.4418918642472843,0.002659411247263875,2.04570095943375e-05,0.0,0.0957388049014995,0.11179755743305443,0.0544974735593151,0.20837509972792176,0.0468056379518442,0.008469201972055725,0.012294662766196836,0.014688132888734325,0.05130618006259845,0.0006546243070188,0.06898103635210605,0.10471943211341365,0.07325655135732259,0.012826545015649612,0.08937667491766053,0.036106621934005684,0.0074258944827445125,0.12736684375425691,0.29434681923443673,0.3135540117150252,0.26473232529628116
1000200,66001,15263,34480,16258,16858,23103,26040,338,36,284,3407,4809,1574,9544,2173,716,1241,568,2343,308,2860,6957,10051,2994,5069,1644,9085,6044,14783,16587,13324,0.2312540719080014,0.5224163270253481,0.2463296010666505,0.2554203724185997,0.35004015090680446,0.3945394766745958,0.005121134528264723,0.0005454462811169527,0.004302965106589294,0.05162042999348495,0.07286253238587294,0.0238481235132801,0.14460386963833882,0.032923743579642735,0.010848320479992728,0.01880274541294829,0.008605930213178589,0.03549946212936168,0.004666595960667263,0.04333267677762458,0.10540749382585113,0.1522855714307359,0.04536294904622657,0.07680186663838427,0.024908713504340842,0.13764942955409767,0.11912176278134731,0.2913595332886594,0.3269147384603256,0.2626039654696677
1000300,73778,17701,36762,19315,20344,29347,24087,824,11,273,5214,10008,1540,11418,1555,436,1537,1219,2027,308,4644,5604,11458,1320,10221,2488,1673,8121,17409,17509,13038,0.23992247011304182,0.4982786196427119,0.26179891024424623,0.2757461573910922,0.397774404293963,0.32647943831494486,0.011168641058310065,0.00014909593645802272,0.003700290059367291,0.07067147388110277,0.1356501938247174,0.02087343110412318,0.15476158204342758,0.02107674374474776,0.005909620754154355,0.020832768575998264,0.016522540594757246,0.027474314836401094,0.004174686220824636,0.06294559353736887,0.07595760253734175,0.15530374908509312,0.017891512374962726,0.13853723332158638,0.03372278999159641,0.02267613651766109,0.14481873138719975,0.310448133816003,0.3122313961160547,0.23250173868074256
1100101,78806,20100,41598,17108,17192,18478,43136,0,0,2,1884,157,528,5953,476,2806,3390,1592,7920,167,3513,18970,11251,1638,11041,7501,17,9180,12097,14819,22610,0.25505672156942366,0.5278532091465117,0.21709006928406466,0.21815597797122047,0.23447453239601046,0.5473694896327691,0.0,0.0,2.5378778265614294e-05,0.023906809126208663,0.001992234093850722,0.006699997462122173,0.07553993350760095,0.0060401492272162014,0.03560642590665685,0.04301702916021623,0.020201507499428978,0.1004999619318326,0.0021191279851787933,0.0445778240235515,0.24071771184935156,0.1427683171332132,0.020785219399538105,0.14010354541532372,0.09518310788518641,0.0002157196152577215,0.15637243211937452,0.20606070929717576,0.25242734984499027,0.3851395087384594
1100102,46821,9816,26420,10585,7935,14012,24874,0,0,0,1432,205,325,2470,727,149,386,317,1946,61,2734,5437,26133,108,2559,1823,9,5755,8549,10160,12541,0.2096495162427116,0.5642767134405502,0.22607377031673823,0.1694752354712629,0.29926742273766044,0.5312573417910766,0.0,0.0,0.0,0.03058456675423421,0.004378377223895261,0.006941329745199803,0.052754106063518505,0.015527220691570021,0.0031823327139531405,0.008244163943529613,0.006770466243779501,0.04156254672048867,0.0013028341983298093,0.0583926016103885,0.11612310715277332,0.5581469853270968,0.0023066572691740886,0.05465496251681937,0.038935520386151515,0.0001922214390978407,0.15551952438859615,0.23102283475206054,0.27455749223077963,0.3389001486285637
1100103,54461,11600,31225,11636,8796,15585,30080,0,0,18,4201,324,1394,3374,3243,1911,389,827,6389,122,3044,4551,9354,602,5648,4943,4127,6952,9983,11212,14714,0.2129964561796515,0.5733460641560015,0.21365747966434698,0.16151007142725987,0.2861680835827473,0.5523218449899928,0.0,0.0,0.00033051174234773506,0.07713776831126862,0.0059492113622592315,0.025596298268485706,0.061952589926736565,0.0595471989129836,0.03508932997925121,0.0071427259874038305,0.01518517838453205,0.1173133067699822,0.0022401351425790934,0.05589320798369475,0.08356438552358568,0.17175593544003967,0.011053781605185362,0.10370724004333376,0.0907621968013808,0.07577899781495015,0.16219873544714308,0.23291570425328387,0.26158979025221063,0.3432957700473624
1100104,19214,3610,11219,4385,2810,5821,10583,5,0,1944,1524,106,289,999,101,89,106,714,1434,58,1315,1742,6689,58,627,677,737,2840,4252,4512,4000,0.18788383470386177,0.5838971583220568,0.2282190069740814,0.14624752784428022,0.30295617778703027,0.5507962943686895,0.0002602269178723847,0.0,0.10117622566878318,0.07931716456750286,0.005516810658894556,0.015041115853023836,0.05199333819090247,0.005256583741022171,0.004632039138128448,0.005516810658894556,0.03716040387217654,0.07463308004579994,0.003018632247319663,0.06843967940043719,0.09066305818673884,0.34813157072967627,0.003018632247319663,0.03263245550119705,0.03523472467992089,0.03835744769438951,0.1820046142014868,0.2724942322481415,0.2891566265060241,0.2563445270443476
1100105,491697,89806,291282,110609,44048,77417,370232,0,0,290,7072,3246,2417,10522,3471,13661,13503,9131,99288,2374,36272,27617,20733,11009,46898,56404,127789,44700,81617,90364,185210,0.182645002918464,0.5924014179464182,0.22495357913511776,0.08958362568817788,0.15744859130724817,0.752967783004574,0.0,0.0,0.0005897941211762529,0.014382841465374,0.006601626611510748,0.004915628934079321,0.021399357734539767,0.007059225498630254,0.027783370653064795,0.027462034545665318,0.018570379725725394,0.20192923690809583,0.004828176702318704,0.07376900814932774,0.05616670429146405,0.042166212118438795,0.022389805103549543,0.0953798782583583,0.11471292279594954,0.25989379638273163,0.11122418765287105,0.20308242782246927,0.22484703563901656,0.46084634888564313
1200101,98082,24704,50719,22659,22194,35269,40619,77,0,46,2194,1799,1416,8331,443,1402,3681,1737,3624,273,4557,23498,24192,1525,9781,2021,7485,8090,18045,23697,23546,0.25187088354642034,0.5171081340103179,0.23102098244326177,0.22628005138557533,0.3595868762871883,0.4141330723272364,0.0007850574009502253,0.0,0.00046899533043779696,0.022369038151750575,0.018341795640382536,0.014436899736954794,0.0849391325625497,0.004516628943129219,0.014294162027691116,0.03752982198568545,0.01770967149935768,0.03694867559796905,0.002783385330641708,0.04646112436532697,0.2395750494484207,0.24665076160763444,0.015548214759079138,0.099722681022002,0.02060520788727799,0.07631369670275892,0.1102510289187495,0.24591839515931205,0.32294420671045815,0.3208863692114803
1200102,31464,8823,16228,6413,8830,12387,10247,960,19,432,2948,2664,1290,4224,2180,470,840,509,2589,274,2351,1030,2967,355,3657,1184,521,3328,6863,7209,5241,0.2804157131960336,0.5157640478006611,0.20382023900330537,0.28063818967709125,0.3936880244088482,0.3256737859140605,0.03051106025934401,0.0006038647342995169,0.013729977116704805,0.09369438087973557,0.08466819221967964,0.040999237223493516,0.13424866514111367,0.06928553267226036,0.014937706585303839,0.02669717772692601,0.01617721840833969,0.08228451563691838,0.00870836511568777,0.07472031528095602,0.03273582506992118,0.09429824561403509,0.01128273582506992,0.1162280701754386,0.03763030765319095,0.01655860666158149,0.14698997394108035,0.3031226535930392,0.31840466410494234,0.23148270836093812
1200500,116335,28459,61737,26139,31328,49796,35211,448,110,587,8866,4284,2962,18898,2062,922,2137,3899,5633,262,8360,8205,15613,1982,20752,3385,6968,12215,27333,28967,19361,0.24462973309837968,0.5306829415051361,0.22468732539648428,0.2692912708986977,0.428039712898096,0.30266901620320624,0.0038509476941591095,0.0009455451927622813,0.005045772983195083,0.07621094253663988,0.03682468732539648,0.02546095328147161,0.16244466411655994,0.017724674431598402,0.007925387888425667,0.018369364335754503,0.0335152791507285,0.048420509734817554,0.0022521167318519794,0.07186143464993339,0.07052907551467744,0.13420724631452272,0.01703700520049856,0.17838139854729876,0.02909700434091202,0.05989599002879615,0.1390026856024398,0.31104055714870954,0.32963494014292866,0.22032181710592197
1200901,53236,11641,27976,13619,13570,21926,17740,78,14,160,4082,4715,1350,8102,803,518,1394,606,2379,1978,2759,2240,9001,894,6095,2282,3786,5398,12126,13965,10106,0.2186678187692539,0.525509054023593,0.25582312720715306,0.2549026974227966,0.4118641520775415,0.3332331504996619,0.001465173942444962,0.00026297993838755727,0.003005485010143512,0.07667743632128635,0.08856788639266662,0.02535877977308588,0.15219024720114208,0.01508377789465775,0.00973025772033962,0.026185288150875348,0.011383274475918552,0.04468780524457134,0.037155308437899166,0.05182583214366218,0.042076790142009164,0.16907731610188595,0.016793147494176874,0.1144901946051544,0.04286572995717184,0.07111728905252085,0.12977521336699122,0.29152542372881357,0.33573746844572666,0.24296189445846855
1200902,43869,9292,22282,12295,11412,14674,17783,14,0,44,1928,2897,723,5505,1358,363,919,756,5585,181,2920,639,6215,1792,7362,1594,3074,4003,9019,11036,10519,0.21181244158745355,0.5079213111764572,0.2802662472360893,0.26013813854886136,0.33449588547721626,0.4053659759739224,0.00031913196106590075,0.0,0.0010029861633499737,0.04394903006678976,0.06603752080056532,0.01648088627504616,0.1254872461191274,0.030955800223392373,0.008274635847637284,0.02094873372996877,0.01723312589755864,0.12731085732521827,0.004125920353780574,0.06656180902231644,0.014566094508650755,0.1416717955731838,0.040848891016435296,0.16781782124051153,0.03633545328136041,0.07007226059404136,0.11577059895306129,0.26083812939237067,0.3191717037336958,0.30421956792087224
1200903,82818,15144,44807,22867,17411,29851,35556,85,10,110,4994,10468,2516,8137,1024,716,1925,781,5415,341,6771,13352,15282,1071,6148,2206,1466,7662,17535,22244,20233,0.1828587988118525,0.5410297278369437,0.27611147335120384,0.21023207515274459,0.3604409669395542,0.4293269579077012,0.0010263469294114805,0.00012074669757782124,0.0013282136733560337,0.06030090077036393,0.12639764302446327,0.030379869110579827,0.09825158781907314,0.012364461831968895,0.008645463546572002,0.02324373928373059,0.00943031708082784,0.06538433673839021,0.004117462387403704,0.08175758892994277,0.16122099060590692,0.18452510323842644,0.012931971310584656,0.0742350696708445,0.026636721485667366,0.017701465864908596,0.11321925702633212,0.25910985016402166,0.3286934420900198,0.29897745071962645
1200904,25883,5414,13250,7219,6426,9655,9802,21,0,19,2176,4326,419,3582,470,421,440,286,1094,33,1016,413,3407,272,2791,575,4122,2583,5657,6863,5366,0.20917204342618706,0.511919020206313,0.2789089363674999,0.24827106595062395,0.37302476528995865,0.37870416875941737,0.0008113433527798168,0.0,0.0007340725572769772,0.08407062550708959,0.1671367306726423,0.01618823165784492,0.13839199474558592,0.01815863694316733,0.016265502453347756,0.016999575010624733,0.011049723756906077,0.04226712514005332,0.0012749681257968552,0.03925356411544257,0.015956419271336397,0.13163080013908743,0.010508828188386199,0.1078313951242128,0.022215353707066413,0.15925510953135263,0.12619082515022717,0.27636914358297915,0.33528750793883433,0.26215252332795935
1201101,42095,10435,21849,9811,11654,16594,13847,333,17,9,2202,993,2349,8370,425,2241,2143,1011,3401,162,3254,723,5386,682,5344,1442,1608,5515,8031,9718,8396,0.2478916735954389,0.5190402660648533,0.2330680603397078,0.27684998218315715,0.39420358712436154,0.3289464306924813,0.007910678227818031,0.00040384843805677635,0.00021380211426535217,0.0523102506235895,0.023589499940610523,0.05580235182325692,0.19883596626677752,0.010096210951419408,0.05323672645207269,0.05090865898562775,0.02401710416914123,0.0807934434018292,0.0038484380567763393,0.07730134220216178,0.01717543651264996,0.12794868749257632,0.01620144910321891,0.12695094429267134,0.03425584986340421,0.038199311082076255,0.17419456727732155,0.2536639292482628,0.3069488313329122,0.2651926721415035
1201102,30310,7548,15880,6882,7638,12629,10043,26,0,2,1817,893,1336,5807,338,307,999,472,1996,492,3339,705,4390,2344,2827,1238,982,4205,6075,7254,5228,0.24902672385351368,0.5239194985153415,0.22705377763114484,0.2519960409105906,0.4166611679313758,0.33134279115803367,0.0008578027053777631,0.0,6.598482349059716e-05,0.059947212141207525,0.02946222368855163,0.044077862091718906,0.19158693500494886,0.01115143516991092,0.010128670405806664,0.032959419333553286,0.01557241834378093,0.06585285384361597,0.016232266578686903,0.11016166281755196,0.0232596502804355,0.14483668756186077,0.07733421313097988,0.09326954800395909,0.04084460574067964,0.032398548333883205,0.18473772076267464,0.266892188735612,0.3186890431420789,0.2296810473596345
1201103,49263,9801,26978,12484,10750,18170,20343,45,42,0,4442,3524,3757,6247,2522,602,1596,1712,4117,1305,5387,235,5947,632,4358,1293,1500,7140,10205,12090,10027,0.198952560745387,0.5476320971114224,0.2534153421431906,0.2182165113777074,0.3688366522542273,0.4129468363680653,0.0009134644662322635,0.0008525668351501126,0.0,0.09016909242230477,0.0715344173111666,0.07626413332521365,0.1268091671233989,0.051194608529728194,0.012220124637151615,0.03239753973570428,0.03475224813754745,0.08357184905507176,0.026490469520735645,0.10935184621318231,0.004770314434768487,0.12071940401518381,0.012829100947973123,0.08846395875200455,0.02624687899640704,0.030448815541075452,0.18093355633267447,0.2586032132177791,0.306370685722974,0.2540925447265724
1201104,75654,14572,41973,19109,15203,30889,29562,189,17,89,8877,4881,8470,9657,2511,1614,2532,1979,4746,624,7196,1392,8213,1630,7768,3204,65,11978,16615,18311,14178,0.1926137415073889,0.554802125465937,0.2525841330266741,0.20095434478018348,0.40829301821450287,0.39075263700531365,0.0024982155603140615,0.00022470721971078859,0.0011764083855447167,0.11733682290427472,0.06451740820049172,0.11195706770296349,0.12764691886747562,0.033190578158458245,0.02133396780077722,0.03346815766515981,0.02615856398868533,0.0627329685145531,0.00824807677056071,0.09511724429640205,0.018399555872789276,0.10856002326380627,0.021545456948740316,0.10267798133608269,0.0423507018796098,0.0008591746636000741,0.19609704986739138,0.27201139451884354,0.299777348482368,0.23211420713139713
1201105,99654,20362,55553,23739,21618,39183,38853,29,0,286,7116,3784,6394,8986,3177,3851,4661,2221,7028,854,21621,4238,12586,1121,6667,2705,2329,14084,20017,24795,20396,0.20432697132076985,0.5574588074738596,0.23821422120537059,0.2169305798061292,0.39319043891865857,0.38987898127521226,0.0002910068838180103,0.0,0.002869929957653481,0.07140706845686073,0.03797138097818452,0.06416200052180544,0.09017199510305658,0.03188030585826961,0.03864370722700544,0.04677183053364642,0.02228711341240693,0.07052401308527505,0.00856965099243382,0.21696068396652418,0.04252714391795613,0.1262969875770165,0.011248921267585848,0.06690147911774741,0.027143917956128204,0.023370863186625724,0.1776219542955153,0.25244665287797,0.31270493870756194,0.25722645411895273
1201106,134797,26137,75334,33326,30140,45179,59478,12,5,311,2955,2678,4174,18704,603,1852,8470,3073,7419,1215,16533,36590,14989,1705,9252,1811,2446,16514,25856,33316,32974,0.19389897401277476,0.5588700045253233,0.24723102146190198,0.22359548061158632,0.3351632454728221,0.4412412739155916,8.902275273188572e-05,3.709281363828572e-05,0.0023071730083013718,0.02192185286022686,0.01986691098466583,0.030965080825240916,0.13875679725809922,0.004473393324777258,0.01373917817162103,0.06283522630325601,0.022797243262090403,0.05503831687648835,0.00901355371410343,0.12265109757635556,0.27144521020497486,0.11119683672485292,0.01264864945065543,0.0686365423562839,0.013435017099787087,0.018145804431849374,0.15197864899687097,0.2379532486655623,0.30660776734769,0.3034603349898767
1201107,15591,3229,8553,3809,4351,6427,4813,0,0,0,352,274,156,3275,650,100,1234,412,409,210,686,304,4666,97,1934,684,148,2516,3245,3906,2695,0.20710666410108397,0.5485857225322301,0.2443076133666859,0.2790712590597139,0.4122250016034892,0.30870373933679685,0.0,0.0,0.0,0.022577127830158424,0.017574241549611954,0.010005772561092939,0.21005708421525238,0.04169071900455391,0.0064139567699313706,0.07914822654095312,0.02642550189211725,0.026233083189019304,0.01346930921685588,0.0439997434417292,0.01949842858059137,0.29927522288499775,0.00622153806683343,0.12404592393047272,0.04387146430633058,0.00949265601949843,0.20352693738877203,0.2624979776735156,0.3159682899207248,0.21800679501698755
1201108,106621,20407,59855,26359,19587,37040,49994,30,5,120,3808,2417,4156,10612,2519,1767,4676,2727,10078,1160,5395,4506,9559,1620,15732,7153,18581,13719,21027,27426,24042,0.19139756708340758,0.5613809662261656,0.24722146669042683,0.18370677446281689,0.34739873008131605,0.46889449545586703,0.0002813704617289277,4.689507695482128e-05,0.0011254818469157107,0.03571529060879189,0.02266908019996061,0.03897918796484745,0.0995301113289127,0.023625739769838963,0.01657272019583384,0.04385627596814887,0.02557657497115953,0.09452171711013778,0.010879657853518538,0.05059978803425216,0.04226184335168494,0.08965400812222733,0.015194004933362096,0.14755067013064968,0.06708809709156732,0.17427148497950684,0.1591272879114761,0.24389310320829563,0.31811538729208716,0.2788642215881411
1201109,62127,13264,34222,14641,14225,25489,22413,21,0,243,2749,2388,3324,8765,6889,867,985,3442,4822,1549,5267,924,5311,850,8336,2538,2857,9547,13181,15020,11115,0.21349815700098185,0.5508394095964717,0.2356624334025464,0.228966471904325,0.41027250631770407,0.3607610217779709,0.00033801728716982955,0.0,0.003911342894393742,0.04424807249666007,0.03843739436959776,0.053503307740595876,0.14108197724016933,0.1108857662529979,0.01395528514172582,0.015854620374394387,0.05540264297326444,0.07761520755871039,0.02493279894409838,0.08477795483445201,0.0148727606354725,0.08548618153137927,0.013681652099731196,0.13417676694512853,0.04085180356366797,0.04598644711639062,0.1953830096391953,0.2697542107525121,0.30739004973088024,0.22747272987741235
1201110,48445,11123,25948,11374,11764,18739,17942,187,0,26,4936,1061,2383,7197,720,887,1287,740,3121,182,3177,7291,3693,954,7448,2081,1074,6850,9241,11150,10081,0.22960057797502323,0.5356177108060688,0.23478171121890803,0.24283207761378883,0.38680978429146456,0.3703581380947466,0.0038600474765197648,0.0,0.0005366910929920528,0.10188873980802972,0.021901124987098772,0.04918980286923315,0.14856022293322324,0.014862214882856849,0.018309423057075034,0.026566209103106617,0.015275054185158427,0.06442357312416142,0.00375683765094437,0.06557952317060584,0.15050056765404066,0.07623077716998658,0.019692434719785323,0.15374135617710807,0.04295592940447931,0.022169470533594797,0.18353785970741118,0.24760195059214404,0.29875140667702693,0.27010878302341784
1201111,42089,9187,23973,8929,9181,15035,17873,110,3,0,1944,387,5118,5961,1002,2204,2667,1666,2959,403,1725,1854,6339,959,4815,1509,464,5723,7857,10062,9260,0.21827555893463851,0.5695787497921072,0.2121456912732543,0.21813300387274584,0.3572192259260139,0.4246477702012402,0.002613509468032027,7.127753094632802e-05,0.0,0.046187840053220554,0.009194801492076314,0.1215994677944356,0.1416284539903538,0.023806695336073557,0.052365226068568985,0.06336572501128561,0.03958278885219416,0.07030340469006154,0.009574948323790064,0.04098458029413861,0.04404951412483071,0.15060942288959112,0.022785050725842856,0.11440043716885646,0.035852598066002994,0.011024258119698734,0.1739407938727129,0.238800072943894,0.30581727554555954,0.2814418576378336
1201112,52303,13170,28820,10313,12135,19468,20700,10,10,0,1006,1478,2838,9262,3827,3001,1972,451,3782,323,5444,1025,8423,372,5761,1290,2028,7253,9753,12219,9908,0.25180199988528384,0.5510200179722005,0.19717798214251572,0.23201346003097337,0.37221574288281745,0.3957707970862092,0.0001911936217807774,0.0001911936217807774,0.0,0.019234078351146204,0.0282584172991989,0.05426074986138463,0.177083532493356,0.07316979905550351,0.05737720589641129,0.0377033822151693,0.00862283234231306,0.07230942775749001,0.00617555398351911,0.10408580769745521,0.01959734623252968,0.1610423876259488,0.007112402730244919,0.11014664550790586,0.024663977209720283,0.03877406649714166,0.18534229422737844,0.24922699511920884,0.3122428640789104,0.25318784657450233
1201113,42026,8840,23492,9694,9729,15846,16451,118,0,0,1601,366,869,5119,667,409,1989,1388,3091,85,2935,669,12936,354,4638,3013,1779,5986,8315,10429,8456,0.21034597630038548,0.5589872935801646,0.23066673011944985,0.23149954789891972,0.37705230095655073,0.3914481511445296,0.002807785656498358,0.0,0.0,0.03809546471232094,0.008708894493884739,0.020677675724551467,0.12180554894589064,0.015871127397325466,0.0097320706229477,0.04732784466758673,0.03302717365440442,0.0735497073240375,0.0020225574644267834,0.06983771950697187,0.015918716984723743,0.3078094512920573,0.008423356969495074,0.11036025317660496,0.07169371341550469,0.04233093799076762,0.18037726752244923,0.2505574639908395,0.31425902489001384,0.2548062435966974
1201114,26806,5534,15044,6228,6866,11106,8834,118,4,0,1842,1496,2150,5036,640,1381,594,680,1067,48,1438,208,1819,1733,3087,1467,1998,4747,5704,6392,4429,0.20644631798851004,0.5612176378422741,0.23233604416921586,0.2561366858166082,0.41431022905319703,0.3295530851301947,0.004401999552339029,0.00014922032380810266,0.0,0.06871595911363128,0.055808401104230396,0.08020592404685518,0.18786838767440125,0.023875251809296425,0.05151831679474744,0.022159218085503245,0.025367455047377453,0.039804521375811384,0.0017906438856972319,0.05364470640901291,0.007759456838021339,0.0678579422517347,0.06464970528986048,0.11516078489890323,0.05472655375662165,0.07453555174214728,0.22315720195562241,0.268145919518616,0.30048890560361036,0.20820797292215118
1201500,48878,10501,23989,14388,13892,20795,14191,589,38,68,3763,794,866,8509,799,524,1067,1100,1741,152,3948,2526,9125,1290,6925,1807,3247,5134,11169,12754,9320,0.2148410327754818,0.49079340398543314,0.2943655632390851,0.2842178485208069,0.4254470313842629,0.29033512009493023,0.012050411227955317,0.0007774458856745366,0.0013912189533123287,0.07698760178403372,0.016244527190146896,0.017717582552477597,0.1740865010843324,0.01634682270141986,0.010720569581406767,0.021829862105650803,0.022505012480052374,0.035619297025246535,0.0031097835426981465,0.08077253570113344,0.05167969229510209,0.18668930807316175,0.026392241908425058,0.141679283113057,0.03696959777404967,0.0664307050206637,0.13377804414102196,0.2910336920551372,0.33233447116762643,0.2428537926362144
1201701,32694,6631,16404,9659,9112,14441,9141,230,54,872,2739,493,517,5142,634,279,663,508,971,24,2215,3002,7216,720,3784,992,1639,3184,8139,8785,5955,0.2028200893130238,0.5017434391631492,0.295436471523827,0.2787055728879917,0.4417018413164495,0.27959258579555885,0.007034929956566954,0.0016516792071939806,0.026671560530984278,0.0837768397871169,0.01507921942864134,0.01581329907628311,0.15727656450724903,0.019391937358536733,0.008533675903835566,0.020278950266103872,0.015538019208417447,0.029699639077506577,0.0007340796476417691,0.06774943414693828,0.0918211292591913,0.22071328072429192,0.022022389429253074,0.11573989111151893,0.030341958769193125,0.050131522603535816,0.12216552200437401,0.3122817787668342,0.33706787399762117,0.2284848252311706
