PUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
0603726,59958,12892,32892,14174,10821,18144,30993,180,2,115,2957,2233,2107,4314,261,1658,6218,2240,8370,2908,4182,5612,4201,1557,7894,2460,489,7408,8769,13681,17208,0.21501717869175088,0.5485840088061643,0.2363988125020848,0.18047633343340339,0.3026118282797959,0.5169118382868008,0.003002101471029721,3.335668301144134e-05,0.0019180092731578772,0.049317855832416026,0.03724273658227426,0.03514126555255345,0.07195036525567898,0.004353047132993095,0.027652690216484872,0.10370592748257114,0.03735948497281431,0.13959771840288202,0.048500617098635714,0.06974882417692385,0.0935988525301044,0.07006571266553253,0.025968177724407085,0.13165882784615898,0.04102872010407285,0.008155708996297409,0.15739599711044067,0.18631283729231293,0.29067692176943016,0.36561424382781627
0603727,116324,25131,62409,28784,39213,33069,44042,50,0,10,2026,516,1125,7725,405,34999,4184,4195,10067,509,9751,5288,8812,5380,14762,6517,3,14912,17272,25742,33267,0.21604312093806952,0.5365100925002579,0.24744678656167257,0.3371015439634125,0.28428355283518447,0.37861490320140295,0.0004298339121763351,0.0,8.596678243526702e-05,0.017416870121385097,0.0044358859736597775,0.00967126302396754,0.06640933943124376,0.003481654688628314,0.30087514184519104,0.03596850177091572,0.03606306523159451,0.08654275987758331,0.004375709225955091,0.08382620955262886,0.045459234551769194,0.0757539286819573,0.04625012895017365,0.12690416423094117,0.056024552113063515,2.5790034730580105e-05,0.1635213229085566,0.18940050223153093,0.28228043819152787,0.3647977366683846
0603728,100183,25553,56967,17663,15261,26195,58727,10,0,325,1778,2251,3107,9897,910,15731,3102,3065,16465,533,3416,6188,9999,2843,14570,4550,1443,12113,13970,20346,28201,0.25506323428126526,0.5686294081830251,0.17630735753570964,0.152331233842069,0.2614715071419303,0.5861972590160007,9.981733427827076e-05,0.0,0.0032440633640438,0.01774752203467654,0.02246888194603875,0.031013245760258726,0.09878921573520458,0.00908337741932264,0.15702264855314774,0.030963337093119592,0.03059401295628999,0.16434924088917283,0.005320263917031832,0.03409760138945729,0.06176696645139395,0.09980735254484294,0.02837806813531238,0.1454338560434405,0.0454168870966132,0.014403641336354472,0.16230738308991022,0.1871901380142034,0.27262494975211043,0.377877529143776
0603729,211337,40366,122783,48188,60791,41830,108716,102,10,3,2274,1733,2328,10326,3244,42886,10097,7615,29816,3511,8015,27318,30190,8319,12300,10027,1223,21757,29179,47684,72351,0.19100299521617134,0.5809820334347511,0.22801497134907753,0.2876495833668501,0.19793031982094947,0.5144200968122005,0.0004826414683656908,4.73177910162442e-05,1.4195337304873259e-05,0.01076006567709393,0.00820017318311512,0.01101558174858165,0.048860351003373756,0.015349891405669617,0.20292707855226486,0.04777677358910177,0.03603249785886996,0.1410827256940337,0.016613276425803337,0.037925209499519726,0.1292627414981759,0.14285241107804122,0.03936367034641355,0.05820088294998036,0.047445549051988056,0.005786965841286665,0.12725549947067047,0.17066637032011278,0.2789011001865814,0.4231770300226354
0603730,115932,25853,65440,24639,20445,35561,59926,26,0,74,1771,900,1468,12493,806,4675,4089,3519,8185,869,7051,20318,26142,2885,13549,5521,1591,15589,16766,25309,32415,0.22300141462236484,0.5644688265534968,0.2125297588241383,0.17635337956733257,0.30674015802366905,0.5169064624089984,0.00022426939930303972,0.0,0.0006383052134009592,0.01527619639098782,0.00776317151433599,0.012662595314494703,0.10776144636511058,0.006952351378394231,0.04032536314391195,0.03527067591346651,0.03035400062105372,0.07060173204982231,0.0074957733843977505,0.06082013594175896,0.1752579098091985,0.2254942552530794,0.024885277576510368,0.11687023427526481,0.04762274436738778,0.013723562088120622,0.17305920358796167,0.18612551205053343,0.28096448672831625,0.35985079763318867
0603731,102091,25671,56062,20358,18838,33949,49304,28,3,96,1362,948,2475,12645,387,5515,3346,4133,9764,1109,5103,2697,14175,7453,21700,7664,1488,14242,15377,21309,25492,0.2514521358395941,0.5491375341606998,0.19941032999970615,0.18452165225142275,0.33253665847136377,0.4829416892772135,0.0002742651164157467,2.9385548187401435e-05,0.0009403375419968459,0.013341038877080252,0.009285833227218853,0.024243077254606185,0.12386008560989706,0.003790735716174785,0.05402043275117297,0.03277468141168174,0.040483490219510046,0.09564016416726254,0.010862857646609398,0.049984817466769846,0.02641760782047389,0.1388467151854718,0.0730034968802343,0.21255546522220373,0.07507028043608154,0.014575231900951112,0.1863648259617901,0.20121695891127978,0.2788406176393614,0.3335775974875687
0603732,98209,20656,55697,21856,27048,28784,42377,20,0,2,577,1080,1219,7354,932,18327,643,1743,5612,1183,2519,5662,29432,4150,14290,3406,58,12947,15175,22623,26808,0.2103269557779837,0.5671272490301297,0.2225457951918867,0.2754126403893737,0.29308922807482,0.4314981315358063,0.00020364732356505005,0.0,2.0364732356505006e-05,0.005875225284851694,0.010996955472512702,0.0124123043712898,0.07488112087486891,0.009489965278131332,0.18661222494883362,0.006547261452616359,0.017747864248694113,0.057143438992353045,0.01204573918887271,0.025649380403018052,0.057652557301265665,0.29968740135832767,0.04225681963974789,0.14550601268722826,0.03468113920312802,0.0005905772383386452,0.16694389643211738,0.19567263677742963,0.2917101852926386,0.3456732814978144
0603733,47056,9359,26105,11592,9939,15833,21284,3,0,59,712,540,983,3520,142,1344,2520,1471,4435,1323,3879,2822,14294,458,6360,2055,136,6345,7443,11047,12862,0.19889068344100647,0.5547645358721524,0.2463447806868412,0.21121642298537913,0.33647143828629716,0.4523121387283237,6.375382522951378e-05,0.0,0.001253825229513771,0.015130907854471269,0.011475688541312479,0.020890003400204013,0.07480448826929616,0.0030176810608636517,0.02856171370282217,0.05355321319279157,0.03126062563753825,0.09424940496429786,0.028115436926215574,0.0824336960217613,0.05997109826589595,0.3037657259435566,0.009733083985039102,0.1351581094865692,0.04367137028221693,0.002890173410404624,0.168315781096639,0.19744276732896518,0.29304719208425073,0.3411942594901451
0603734,83895,17825,46610,19460,18352,29168,36375,30,0,4,915,1451,1351,6173,2234,2864,3939,1198,4471,371,7135,20973,16303,2094,7838,3558,993,13273,13320,19043,20434,0.21246796590976816,0.5555754216580249,0.23195661243220692,0.2187496275105787,0.3476726860957149,0.4335776863937064,0.00035758984444841767,0.0,4.767864592645569e-05,0.010906490255676738,0.0172954288098218,0.01610346266166041,0.07358007032600274,0.0266285237499255,0.034137910483342276,0.04695154657607724,0.01427975445497348,0.053292806484295845,0.004422194409678765,0.08504678467131534,0.24999106025388879,0.19432624113475178,0.024959771142499552,0.09342630669288993,0.04241015555158233,0.011836223851242625,0.20089299228091417,0.20160435901316784,0.2882246102618435,0.3092780384440745
0603735,38924,8813,20819,9292,10481,13822,14621,0,51,64,1759,2775,1290,3848,1274,587,798,384,1533,1624,1164,7772,7419,491,4429,1211,451,6991,6240,8383,8497,0.22641557907717605,0.5348628095776384,0.2387216113451855,0.2692683177474052,0.3551022505395129,0.3756294317130819,0.0,0.0013102456068235537,0.0016442297811119105,0.045190627890247664,0.07129277566539924,0.03314150652553694,0.09885931558935361,0.03273044908025897,0.015080670023635803,0.02050149008323913,0.009865378686671462,0.03938444147569623,0.041722330695714724,0.02990442914397287,0.1996711540437776,0.19060219915733223,0.012614325351967938,0.11378583907101017,0.03111191038947693,0.011586681738772994,0.2321742884660091,0.20723323702301485,0.278403241340374,0.2821892331706021
0603736,36205,8446,18938,8821,9967,14212,12026,15,0,57,988,1234,1348,5974,422,330,1721,631,1908,173,2567,3287,7472,334,5808,1124,812,6179,5596,7738,8246,0.23328269576025412,0.5230769230769231,0.24364038116282283,0.2752934677530728,0.3925424665101505,0.3321640657367767,0.0004143074161027482,0.0,0.0015743681811904433,0.027289048473967684,0.03408369009805275,0.03723242646043364,0.1650048335865212,0.011655848639690651,0.009114763154260462,0.047534870874188645,0.017428531970722277,0.05269990332826958,0.00477834553238503,0.07090180914238364,0.09078856511531556,0.20638033420798232,0.00922524513188786,0.16041983151498412,0.031045435713299267,0.022427841458362106,0.2225944738643323,0.2015922763788321,0.27875643935300265,0.29705681040383297
0603737,52466,9153,29359,13954,12509,17239,22718,25,0,1552,779,1900,1724,4102,1372,323,3117,438,1985,3118,2295,4172,11492,194,5710,1056,7112,9305,8175,12518,13315,0.1744558380665574,0.5595814432203713,0.2659627187130713,0.2384210726946975,0.32857469599359584,0.4330042313117066,0.0004764990660618305,0.0,0.02958106202111844,0.01484771089848664,0.03621392902069912,0.03285937559562383,0.07818396675942516,0.02615026874547326,0.00615636793351885,0.05940990355658903,0.00834826363740327,0.037834025845309344,0.0594289635192315,0.043742614264476044,0.07951816414439827,0.21903709068730226,0.003697632752639805,0.10883238668852209,0.02012732055045172,0.13555445431326954,0.21483157481587514,0.18874240990003002,0.28901253665181353,0.3074134786322813
0603738,50493,9988,26989,13516,12563,20473,17457,41,0,149,1668,7613,4768,4237,2627,386,2868,456,1139,2044,6686,3836,6948,94,2870,1494,569,11025,8452,10858,10170,0.19780959736993248,0.5345097340225378,0.26768066860752976,0.2488067652941992,0.4054621432673836,0.3457310914384172,0.0008119937417067712,0.0,0.0029509040857148517,0.03303428197968035,0.1507733745271622,0.09442893074287526,0.08391262155150218,0.052027013645455804,0.007644624007288139,0.05679995246865902,0.009030954785811895,0.022557582239122253,0.04048085873289367,0.13241439407442615,0.07597092666310182,0.1376032321311865,0.0018616441883033293,0.05683956191947399,0.029588259758778445,0.011268888756857387,0.27218861868905075,0.2086655968398963,0.2680656709048266,0.2510801135662264
0603739,49290,12178,25582,11530,13714,17848,17728,35,0,153,1758,1860,2341,5479,2029,137,1440,705,1421,67,2760,6347,13560,538,5825,2559,276,7996,7861,11251,10004,0.24706837086630148,0.5190099411645365,0.2339216879691621,0.2782308784743356,0.36210184621627106,0.3596672753093934,0.0007100831811726517,0.0,0.00310407790626902,0.03566646378575776,0.03773584905660377,0.04749442077500507,0.11115844998985595,0.04116453641712315,0.002779468452018665,0.029214850882531954,0.014303104077906269,0.028829377155609657,0.0013593020896733618,0.05599513085818624,0.12876851288293772,0.2751065124771759,0.010914992899168188,0.11817812943801988,0.05191722458916616,0.005599513085818624,0.21545591722353954,0.2118182798016814,0.3031633972838974,0.26956240569088163
0603740,42782,9938,22789,10055,10059,16754,15969,14,2,588,877,5362,3270,7092,3220,253,588,722,674,338,1599,4041,6765,189,4899,1415,874,9120,7598,9299,6827,0.2322939554018045,0.532677294189145,0.23502875040905052,0.23512224767425552,0.39161329531111216,0.37326445701463234,0.0003272404282174746,4.6748632602496374e-05,0.013744097985133935,0.02049927539619466,0.1253330840072928,0.07643401430508158,0.16577065120845216,0.07526529849001917,0.0059137020242157915,0.013744097985133935,0.016876256369501193,0.01575428918704128,0.007900518909821888,0.03737553176569585,0.09445561217334393,0.15812724977794398,0.004417745780935908,0.11451077555981487,0.03307465756626619,0.020429152447290915,0.2776762879064669,0.23133601266593595,0.2831262939958592,0.20786140543173792
0603741,86324,18982,45767,21575,17649,38528,30147,11,0,56,2079,12998,14633,8160,5571,506,688,813,3110,4188,11922,2486,7321,2824,6312,1438,1208,21886,15375,17880,12201,0.21989249803067512,0.5301770075529401,0.2499304944163848,0.20445067420416108,0.4463185209211807,0.34923080487465824,0.00012742690329456467,0.0,0.0006487187804086928,0.02408368472267272,0.15057226263843196,0.16951253417357862,0.09452759371669524,0.06453593438672907,0.005861637551549974,0.007969973587878227,0.009418006579861915,0.03602706084055419,0.04851489736342153,0.13810759464343636,0.028798480144571613,0.08480839627450072,0.03271396135489551,0.07311987396320838,0.016658171539780362,0.013993790834530374,0.3249977725639274,0.22831219743993347,0.26551037985209824,0.18117965014404086
0603742,61593,12846,33703,15044,9282,28302,24009,148,0,89,741,19705,13407,5714,4516,171,531,202,725,273,2510,2993,4171,86,3660,1276,675,16257,10897,12404,9189,0.2085626613413862,0.5471888039225237,0.24424853473609015,0.15069894306171155,0.45950026788758463,0.3898007890507038,0.0024028704560583184,0.0,0.0014449693958729075,0.012030587891481174,0.31992271849073756,0.2176708392187424,0.09277028233727859,0.07332002013215788,0.002776289513418733,0.008621109541668696,0.0032795934602958127,0.011770818112447843,0.004432321854756222,0.04075138408585391,0.048593184290422614,0.06771873427175167,0.001396262562304158,0.05942233695387463,0.020716639877908203,0.01095903755296868,0.33349744599667674,0.2235419615566086,0.2544566845139188,0.18850390793279587
0603743,18106,3812,9935,4359,4335,7849,5922,8,2,53,393,1734,590,1701,190,109,231,273,386,31,1810,2584,5490,53,1835,596,37,4468,2956,3788,3082,0.2105379432232409,0.5487131337678117,0.24074892300894732,0.23942339555948305,0.4335027062852093,0.32707389815530763,0.0004418424831547553,0.00011046062078868883,0.002927206450900254,0.021705511984977357,0.09576935822379322,0.0325858831326632,0.09394675798077985,0.01049375897492544,0.006020103832983541,0.01275820170109356,0.015077874737656026,0.021318899812216945,0.0017121396222246768,0.0999668618137634,0.14271512205898598,0.30321440406495087,0.002927206450900254,0.101347619573622,0.03291726499502927,0.0020435214845907434,0.31257870435147617,0.20680005596753884,0.26500629634811806,0.21561494333286693
0603744,381550,65388,224217,91945,45607,83236,252707,204,109,15659,4725,13808,27200,14896,9548,8327,17983,5355,36050,6438,14983,12020,37767,18819,25397,10650,101612,52448,59304,98159,106251,0.17137465600838683,0.5876477525881274,0.2409775914034858,0.11953086096186608,0.21815227362075743,0.6623168654173764,0.0005346612501638055,0.0002856768444502686,0.041040492727034465,0.012383698073646966,0.03618922814834229,0.0712881666885074,0.03904075481588259,0.025024243218451054,0.021824138382911806,0.047131437557331936,0.014034857816799895,0.09448302974708427,0.016873280041934217,0.03926877211374656,0.031503079543965404,0.09898309526929629,0.04932250032761106,0.06656270475691259,0.027912462324728084,0.26631372035119905,0.1658896388560295,0.18757472435017492,0.31047058153731316,0.33606505525648245
0603745,20447,4141,11463,4843,4393,9821,6233,0,0,3,226,4305,3047,1415,604,50,80,227,1873,62,229,2533,4214,22,1031,376,150,5188,3604,3969,3545,0.20252359759377903,0.5606201398738201,0.23685626253240083,0.21484814398200225,0.48031496062992124,0.3048368953880765,0.0,0.0,0.0001467207903359906,0.011052966205311293,0.21054433413214652,0.14901941605125446,0.06920330610847557,0.02953978578764611,0.0024453465055998434,0.003912554408959749,0.011101873135423289,0.09160268009977014,0.0030322296669438057,0.011199686995647284,0.12388125397368807,0.2060938034919548,0.0010759524624639311,0.05042304494546877,0.018389005722110822,0.00733603951679953,0.3181650926039495,0.22102293634245063,0.2434073347234147,0.2174046363301852
0603746,21342,4845,11280,5217,5616,8582,7144,0,0,30,308,280,288,1750,92,105,1164,163,611,49,3283,3042,4749,534,2559,2177,158,4675,3643,4492,3687,0.22701714928310374,0.5285352825414675,0.24444756817542873,0.2631430981163902,0.402117889607347,0.3347390122762628,0.0,0.0,0.0014056789429294349,0.014431637147408865,0.01311967013400806,0.013494517852122575,0.08199793833755037,0.004310748758316934,0.004919876300253022,0.05454034298566207,0.007637522256583263,0.028628994470996157,0.0022959422734514104,0.15382813232124448,0.1425358448130447,0.22251897666572953,0.02502108518414394,0.1199044138318808,0.10200543529191267,0.00740324243276169,0.283384857852943,0.22082802933866763,0.27229193186639994,0.22349518094198945
0603747,32261,6938,17558,7765,8880,12058,11323,0,0,76,1323,1866,1759,4034,726,1147,369,625,1049,331,2235,2969,9853,202,2310,1341,46,6248,5711,7487,5877,0.21505842968289884,0.5442484733889216,0.24069309692817953,0.27525495179938625,0.37376398747713957,0.3509810607234742,0.0,0.0,0.0023557856235082606,0.04100926815659775,0.05784073649297914,0.05452403831251356,0.12504262112147796,0.022503952140355228,0.035553764607420726,0.01143795914571774,0.019373237035429775,0.032516041040265335,0.010260066333963608,0.06927869563869687,0.09203062521310561,0.30541520721614335,0.006261430209850903,0.07160348408294845,0.04156721738321813,0.0014258702458076315,0.24673221972120207,0.2255262014769182,0.29566007187142124,0.23208150693045848
0603748,207223,49914,113631,43678,38712,67836,100675,24,0,119,2460,5631,4143,15232,47388,21230,2670,5473,22231,1690,11317,12061,17683,2407,27032,6855,1577,30760,32806,45522,48221,0.24087094579269674,0.548351293051447,0.21077776115585625,0.1868132398430676,0.32735748444912005,0.48582927570781237,0.00011581725966712189,0.0,0.0005742605791828128,0.011871269115879993,0.027173624549398475,0.019992954450036918,0.07350535413540003,0.22868117921273218,0.10245001761387491,0.01288467013796731,0.02641116092325659,0.10728056248582445,0.0081554653682265,0.05461266365220077,0.058202998701881545,0.08533319177890485,0.011615506000781766,0.13044884013840163,0.03308030479242169,0.007610159103960468,0.19553871679306334,0.2085449656408724,0.28937950149069663,0.3065368160753676
0603749,28731,6179,15161,7391,6653,11742,10336,3,0,47,1035,2072,976,3954,2660,322,344,1017,577,92,978,1860,6680,1301,2731,1351,731,5773,5091,6710,4978,0.21506386829556925,0.5276878632835613,0.25724826842086945,0.2315617277505134,0.408687480421844,0.35975079182764264,0.00010441683199331732,0.0,0.001635863701228638,0.03602380703769448,0.07211722529671782,0.03397027600849257,0.13762138456719222,0.09258292436740803,0.011207406633949393,0.011973130068567053,0.03539730604573457,0.020082837353381365,0.003202116181128398,0.034039887229821444,0.06473843583585674,0.23250147923845324,0.04528209947443528,0.0950541227245832,0.04702238000765723,0.025442901395704987,0.2559861653068464,0.2257449450159631,0.297534586732884,0.2207343029443065
0603750,21985,4831,11579,5575,7122,9453,5410,1,0,0,433,3717,453,2813,606,50,213,292,128,0,220,2214,7643,49,2131,986,36,5254,4180,4701,3019,0.2197407323174892,0.5266772799636116,0.2535819877188992,0.32394814646349784,0.42997498294291564,0.24607687059358654,4.5485558335228565e-05,0.0,0.0,0.01969524675915397,0.16906982033204457,0.02060495792585854,0.12795087559699794,0.02756424835114851,0.0022742779167614284,0.009688423925403684,0.01328178303388674,0.005822151466909256,0.0,0.010006822833750284,0.10070502615419605,0.34764612235615194,0.0022287923584261996,0.09692972481237207,0.04484876051853536,0.0016374801000682284,0.3062842485717617,0.24367494461933076,0.2740468695348024,0.17599393727410517
0603751,14705,3116,7882,3707,4976,6501,3228,0,0,2,158,2031,745,1414,148,16,196,29,85,21,67,2480,5653,15,1397,248,0,3500,2733,3181,2175,0.21190071404284258,0.5360081604896294,0.25209112546752804,0.3383883032981979,0.4420945256715403,0.2195171710302618,0.0,0.0,0.0001360081604896294,0.01074464467868072,0.13811628697721864,0.05066303978238694,0.09615776946616797,0.010064603876232574,0.001088065283917035,0.013328799727983679,0.001972118327099626,0.005780346820809248,0.0014280856851411085,0.004556273376402584,0.16865011900714044,0.3844270656239374,0.0010200612036722204,0.09500170010200612,0.016865011900714044,0.0,0.30201052722409183,0.2358270774009837,0.27448442488566743,0.18767797048925705
0603752,33235,7529,17791,7915,6636,12769,13830,2,0,22,564,4823,1612,4950,4039,161,396,214,828,165,721,3749,6710,76,3204,527,472,7865,5957,6948,4936,0.22653828794945088,0.5353091620279825,0.23815255002256658,0.19966902361967806,0.38420340003008874,0.4161275763502332,6.0177523694899956e-05,0.0,0.0006619527606438995,0.016970061681961787,0.14511809839025125,0.048503084098089365,0.14893937114487737,0.12152850910185047,0.004844290657439446,0.011915149691590191,0.006438995035354295,0.02491349480968858,0.004964645704829246,0.021693997292011435,0.11280276816608996,0.20189559199638935,0.002286745900406198,0.09640439295922973,0.015856777493606138,0.014201895591996389,0.3059596981249514,0.23173578152960397,0.27028709250758576,0.19201742783785886
0603753,47230,13466,24215,9549,12274,17160,17796,26,0,226,1475,2729,1176,9818,705,393,2290,895,858,209,3578,5356,9590,249,5738,1271,648,7874,7464,10055,8371,0.28511539275883974,0.5127037899640059,0.20218081727715434,0.2598771966970146,0.36332839297056957,0.37679441033241584,0.0005504975651069235,0.0,0.004785094219775566,0.03123015032818124,0.05778107135295363,0.02489942832945162,0.20787634977768368,0.014926953207706966,0.008320982426423883,0.04848613169595596,0.018949820029642177,0.018166419648528477,0.004425153504128732,0.07575693415202202,0.11340249841202625,0.20304890959136143,0.00527207283506246,0.12149057802244337,0.026910861740419224,0.013720093161126403,0.2332069659992892,0.2210638549934842,0.29780239308138845,0.24792678592583817
0603754,86368,17593,47817,20958,12749,30703,42916,6,124,249,7282,15674,20417,6109,6173,287,869,1252,2125,1939,5377,5765,5760,363,3561,2083,953,17111,15561,20343,15760,0.2036981289366432,0.5536425527973323,0.24265931826602447,0.14761254168210447,0.3554904594294183,0.4968969988884772,6.947017413856984e-05,0.00143571693219711,0.0028830122267506485,0.08431363467951093,0.18147925157465727,0.23639542423119675,0.07073221563542052,0.07147323082623194,0.003322989996294924,0.010061596887736198,0.01449610967024824,0.024604020007410153,0.022450444609114488,0.062256854390515,0.06674925898480918,0.06669136717302705,0.004202945535383475,0.0412305483512412,0.024117728788440162,0.011034179325676177,0.24879680116321337,0.22625954198473283,0.2957906215921483,0.2291530352599055
0603755,29426,6823,15619,6984,8202,11010,10214,16,0,35,949,1355,1827,4533,670,133,358,440,652,43,3640,5086,5716,246,2628,715,384,5549,4928,6632,5494,0.23186977502888603,0.530789098076531,0.23734112689458303,0.27873309318289946,0.37415890708896893,0.3471079997281316,0.0005437368313736152,0.0,0.0011894243186297833,0.03225039081084755,0.04604771290695304,0.062087949432474684,0.15404744103853735,0.022768979813770136,0.004519812410793176,0.01216611160198464,0.014952762862774418,0.022157275878474818,0.0014612927343165907,0.12370012913749745,0.1728403452728879,0.19424998300822402,0.008359953782369334,0.0893087745531163,0.02429823965200843,0.013049683952966764,0.24549838517011016,0.21802415608547537,0.2934123788877583,0.2430650798566562
0603756,35991,7538,19789,8664,7185,13500,15306,26,15,18,2161,4331,2106,3686,873,322,388,768,823,597,2847,3164,9258,352,2409,1247,600,7474,6171,8197,6611,0.20944124920118917,0.5498319024200494,0.24072684837876135,0.19963324164374427,0.37509377344336087,0.4252729849128949,0.0007224028229279542,0.00041677085938151203,0.0005001250312578145,0.060042788474896504,0.12033563946542192,0.058514628657164294,0.1024144925120169,0.024256064016004,0.008946681114723125,0.010780472896001779,0.021338668000333415,0.02286682781806563,0.01658748020338418,0.07910310911061098,0.08791086660554027,0.2572309744102692,0.00978022283348615,0.06693340001667084,0.03464755077658303,0.01667083437526048,0.2626788036410923,0.21688398411415316,0.28808912944153514,0.23234808280321934
0603757,66333,12578,37014,16741,10183,27903,28247,101,75,623,3169,16790,7403,4977,9787,603,279,330,1355,878,4080,5287,5726,94,3155,1240,381,15147,12357,15244,11007,0.18961904331177543,0.5580028040341911,0.25237815265403346,0.15351333423786048,0.4206503550269097,0.4258363107352298,0.0015226207166870185,0.0011306589480349148,0.009392006995010025,0.04777410941763526,0.25311684983341626,0.11160357589736632,0.07503052779159694,0.14754345499223614,0.009090497942200714,0.0042060512866898825,0.004974899371353625,0.020427238327830794,0.013236247418328736,0.06150784677309936,0.07970391811014126,0.08632204181930563,0.0014170925482037597,0.04756305308066875,0.018693561274177258,0.005743747456017367,0.28177843921495677,0.22987629057762068,0.28358292251883543,0.20476234768858712
0603758,44832,9561,24010,11261,10628,18073,16131,46,0,15,3047,4907,1987,5150,1878,212,718,887,1655,552,2495,5630,7270,1269,4998,1547,569,8778,7804,10109,8580,0.21326284796573874,0.5355549607423269,0.2511821912919343,0.23706281227694503,0.4031272305496074,0.35980995717344755,0.0010260528194147038,0.0,0.00033458244111349034,0.067964846538187,0.10945306923625982,0.044321020699500356,0.11487330478229836,0.04188972162740899,0.00472876516773733,0.016015346181299073,0.019784975017844396,0.03691559600285511,0.012312633832976445,0.05565221270521056,0.12557994289793006,0.16216095645967166,0.028305674518201283,0.11148286937901498,0.03450660242683797,0.0126918272662384,0.2488730118227439,0.2212582574919906,0.28660939582092937,0.24325933486433615
0603759,31618,7532,17641,6445,5815,9632,16171,0,0,89,940,7454,1104,4420,2120,216,345,471,837,56,1647,3308,3780,344,1952,821,1714,5438,5621,7138,5889,0.23821873616294517,0.5579416787905623,0.2038395850464925,0.18391422607375546,0.304636599405402,0.5114491745208426,0.0,0.0,0.0028148522993231705,0.029729900689480674,0.23575178695679677,0.0349168195331773,0.13979378834840914,0.06705041432095642,0.006831551647795559,0.010911506104117908,0.014896577898665317,0.026472262635207792,0.0017711430197988487,0.052090581314441144,0.10462394838383199,0.11955215383642229,0.010879878550192928,0.06173698526155987,0.02596622177240812,0.05420962742741477,0.22577430872706136,0.23337208336793158,0.2963547288881508,0.24449887901685627
0603760,123899,27208,68293,28398,18083,29176,76640,240,0,244,3005,25061,3464,10531,2766,7631,4926,3014,18724,2998,9565,3928,6610,2536,14094,3133,1429,13981,17679,28204,36827,0.21959822113172825,0.5511989604435871,0.22920281842468462,0.1459495234021259,0.23548212657083592,0.6185683500270381,0.0019370616389155684,0.0,0.001969345999564161,0.024253625937255344,0.20226959055359608,0.02795825632168137,0.0849966504975827,0.022324635388501924,0.061590489027352924,0.03975819013874204,0.02432626574871468,0.15112309219606293,0.024197128306120308,0.07719997740094754,0.03170324215691814,0.05334990597179961,0.020468284651207837,0.11375394474531675,0.025286725478010315,0.01153358784170978,0.14459463652253055,0.18284018160945692,0.29169209130115525,0.3808730905668573
