PUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
4202001,31174,6551,15954,8669,7872,9581,13721,55,173,244,1938,5740,2436,3173,828,428,655,206,1399,312,2352,2507,3731,277,2654,1577,489,2374,8551,7662,6036,0.21014306794123308,0.5117726310386861,0.27808430102008086,0.2525181240777571,0.3073394495412844,0.4401424263809585,0.0017642907551164433,0.005549496375184449,0.00782703534997113,0.06216719060755758,0.18412779880669788,0.07814204144479374,0.10178353756335408,0.026560595367934817,0.013729389876178867,0.02101109899275037,0.006608070828254315,0.044877141207416434,0.010008340283569641,0.07544748829152499,0.08041958041958042,0.11968306922435362,0.008885609803040996,0.08513504843780073,0.05058702765124783,0.01568614871367165,0.09641392194289891,0.34727693619786376,0.3111724810136864,0.2451366608455509
4202002,70167,16163,34578,19426,18024,23235,28908,92,507,629,3315,5837,3659,10981,6007,476,1700,585,2803,1265,3310,4398,11824,561,7303,2331,2584,4904,18457,17701,12942,0.2303504496415694,0.4927957586899825,0.27685379166844815,0.256872888964898,0.33113856941297193,0.41198854162213006,0.001311157666709422,0.007225618880670401,0.008964327960437243,0.04724443114284493,0.08318725326720539,0.052147020679236676,0.15649806889278436,0.0856100446078641,0.0067838157538443996,0.024227913406587143,0.008337252554619694,0.039947553693331625,0.01802841791725455,0.047173172574002026,0.0626790371542178,0.16851226359969787,0.007995211424173757,0.10408026565194464,0.033220744794561545,0.036826428378012456,0.09080808828975631,0.3417709799274128,0.32777201688763796,0.23964891489519294
4202003,37761,7861,19040,10860,8836,12366,16559,116,513,140,3569,6330,1449,3773,1696,242,827,290,1698,767,1282,2754,6516,673,3217,1496,413,2858,10775,9678,6589,0.20817774952993828,0.5042239347474908,0.2875983157225709,0.23399804030613597,0.32748073409072853,0.4385212256031355,0.003071952543629671,0.013585445300707079,0.0037075289319668443,0.09451550541564048,0.16763327242392945,0.03837292444585683,0.09991790471650645,0.04491406477582691,0.0064087285823998304,0.02190090304811843,0.007679881359074177,0.04496702947485501,0.020311962077275494,0.033950372077010675,0.07293239056169064,0.17255898943354253,0.0178226212229549,0.08519371838669526,0.03961759487301714,0.01093721034930219,0.09558528428093646,0.3603678929765886,0.3236789297658863,0.22036789297658863
4202100,49009,10074,24901,14034,14126,17633,17250,88,153,451,2220,4255,1644,6386,1896,868,2046,418,2039,433,2398,5207,10036,374,3918,1967,2212,3298,14469,12277,8891,0.2055540819033239,0.5080903507519027,0.2863555673447734,0.288232773572201,0.3597910587851211,0.35197616764267786,0.001795588565365545,0.0031218755738741865,0.009202391397498419,0.045297802444448976,0.0868207880185272,0.033544859107510865,0.13030259748209513,0.03868677181742129,0.01771103266746924,0.04174743414474892,0.008529045685486339,0.0416046032361403,0.008835111918219103,0.0489297884062111,0.10624579158929992,0.20477871411373422,0.007631251402803567,0.07994449998979779,0.040135485319023036,0.04513456712032484,0.0847052780274817,0.37161936560934894,0.315320405804546,0.22835495055862334
4202200,71824,15875,37211,18738,17931,25948,27945,482,265,466,3457,8790,2563,9282,3732,999,1354,491,2503,781,2709,5235,16284,816,5599,2568,3448,5013,21227,17954,11755,0.22102639786143907,0.5180858765872132,0.26088772555134776,0.24965192693250168,0.3612719982178659,0.3890760748496324,0.006710848741367788,0.0036895745154822903,0.006488081978168857,0.04813154377366897,0.12238249053241257,0.03568445087992871,0.1292325685007797,0.05196034751615059,0.013908999777233236,0.018851637335709513,0.006836155045667186,0.034849075517932725,0.010873802628647806,0.037717197594118956,0.07288650033415014,0.22672087324571175,0.011361104923145467,0.07795444419692582,0.03575406549342838,0.04800623746936957,0.08959945664801873,0.3793990956049259,0.3208993905163631,0.21010205723069222
4202301,46329,11539,23062,11728,12975,15909,17445,394,74,68,1862,4719,704,5094,6843,415,809,319,1195,1587,3346,4721,5969,257,3674,2247,2032,3891,12370,10346,8183,0.24906645945304237,0.4977875628655917,0.2531459776813659,0.28006216408728873,0.34339182801269186,0.3765460079000194,0.00850439249714002,0.0015972716872801054,0.001467763172095232,0.04019080921237238,0.10185844719290293,0.015195665781691813,0.10995272939195752,0.14770446156834813,0.008957672300287078,0.017462064797427096,0.006885536057329103,0.02579377927432062,0.034255002266399014,0.07222258196809773,0.10190161669796456,0.1288393878564182,0.005547281400418744,0.07930238079820415,0.04850093893673509,0.04386021714261046,0.11184248347226214,0.355561943087094,0.2973843058350101,0.2352112676056338
4202302,96672,21514,51349,23809,20420,29146,47106,130,32,155,3698,4936,3660,11665,10988,1333,7615,1072,8781,4101,6062,5498,12695,715,7293,3641,2602,7096,22626,23486,21950,0.22254634227077127,0.5311672459450513,0.24628641178417743,0.21122972525653758,0.3014937106918239,0.48727656405163855,0.0013447533929162529,0.00033101621979476995,0.001603359814630917,0.0382530619000331,0.05105925190334326,0.03785998013902681,0.12066575637206223,0.11366269447202913,0.013788894405825886,0.07877151605428666,0.011089043363124794,0.09083291956305858,0.04242179741807348,0.06270688513737173,0.05687272426348891,0.1313203409467064,0.007396143661039391,0.07544066534260178,0.03766343925852367,0.02691575637206223,0.09441443359323026,0.30104579685462624,0.3124883578594428,0.2920514116927007
4202401,128634,25710,70577,32347,23332,35665,69637,14,38,429,4464,5309,5918,10603,5467,1765,11336,1041,7305,2044,8151,6204,18441,1119,8228,4926,25832,9663,30143,32984,30134,0.19986939689351182,0.5486652051557132,0.25146539795077505,0.1813828381298879,0.2772595114821898,0.5413576503879223,0.0001088359220734798,0.00029541178848515947,0.0033350436121087736,0.034703111152572415,0.0412721364491503,0.04600649905934667,0.0824276629817933,0.04250042756969386,0.013721100175692275,0.08812600090178335,0.008092728205606605,0.05678902933905499,0.01589004462272805,0.0633658286300667,0.04822986146741919,0.14336023135407436,0.008699099771444563,0.06396442620147084,0.038294696580997246,0.20081782421443786,0.09388480820799813,0.2928665811666861,0.3204694726205744,0.29277913800474137
4202402,62106,15388,31492,15226,15200,16865,30041,217,7,772,1709,6754,1668,4694,4940,294,1322,420,1486,2116,2744,6073,12709,6249,5647,1705,580,4302,14474,14678,13264,0.24776994171255595,0.507068560203523,0.24516149808392104,0.24474285898302903,0.27155186294399897,0.48370527807297203,0.0034940263420603483,0.00011271052716323705,0.012430360995717,0.0275174701317103,0.1087495572086433,0.026857308472611342,0.07558045921489068,0.07954142916948442,0.004733842140855956,0.02128618812997134,0.006762631629794223,0.02392683476636718,0.03407078221105851,0.04418252664798892,0.09778443306604837,0.20463401281679708,0.10061829774900975,0.09092519241297137,0.02745306411618845,0.009338872250668212,0.09208442142214993,0.3098163448777773,0.3141829701613939,0.2839162635386789
4202500,50178,11464,25381,13333,12011,17735,20432,456,8,183,1983,8986,1594,6603,3624,865,821,315,1165,406,2749,4101,8961,414,3466,1543,1935,4564,13248,11909,8993,0.22846665869504565,0.5058192833512695,0.26571405795368486,0.23936785045238948,0.3534417473793296,0.4071904021682809,0.009087647973215353,0.0001594324205827255,0.0036470166208298458,0.039519311251943086,0.17908246641954642,0.03176690980110806,0.13159153413846705,0.07222288652397466,0.017238630475507194,0.016361752162302203,0.006277651560444817,0.0232173462473594,0.008091195344573318,0.05478496552273905,0.08172904460121966,0.1785842401052254,0.008250627765156044,0.06907409621746582,0.03075052811989318,0.03856271672844673,0.11789016893113602,0.3422017874670662,0.3076148163455081,0.2322932272562897
4202600,50514,10884,26033,13597,11826,17662,21026,795,542,434,1572,11280,1075,5343,6230,278,827,196,1033,490,1781,3593,7836,248,2942,1232,2787,4190,14891,12291,8258,0.21546501959852715,0.5153620778398068,0.2691729025616661,0.23411331512056063,0.34964564279209726,0.41624104208734214,0.015738211188977315,0.010729698697390821,0.0085916775547373,0.031120085520845706,0.22330443045492337,0.021281228966227184,0.1057726570851645,0.12333214554380964,0.005503424793126658,0.016371698934948727,0.00388011244407491,0.020449776299639705,0.009700281110187274,0.035257552361721504,0.07112879597735282,0.15512531179474998,0.004909530031278458,0.05824127964524686,0.024389278219899432,0.05517282337569783,0.10572798385061821,0.37575069391874844,0.3101438304314913,0.20837749179914206
4202701,70490,17510,35182,17798,17850,23653,28987,1196,2,566,2920,6905,3047,9558,3277,308,2913,469,3921,2900,6077,4810,11575,1077,6190,1765,1014,6422,16701,16553,13304,0.24840402894027522,0.49910625620655413,0.2524897148531707,0.253227408142999,0.3355511420059583,0.4112214498510427,0.016966945666051923,2.8372818839551708e-05,0.008029507731593133,0.0414243155057455,0.09795715704355228,0.04322598950205703,0.13559370123421763,0.046488863668605475,0.004369414101290963,0.041325010639807064,0.006653426017874876,0.05562491133494113,0.04114058731734998,0.08621081004397788,0.06823662930912186,0.1642076890339055,0.015278762945098596,0.08781387430841255,0.025039012625904383,0.014385019151652717,0.1212155530388826,0.3152321630804077,0.31243865609664023,0.2511136277840695
4202702,57925,11724,30983,15218,10929,16587,30409,237,31,572,1545,10052,2263,4042,1532,755,667,981,2006,2565,2812,5311,14131,786,2930,1695,3012,5430,13748,14472,12551,0.2023996547259387,0.5348813120414329,0.2627190332326284,0.1886750107898144,0.2863530427276651,0.5249719464825205,0.004091497626240829,0.0005351747949935261,0.009874838152783772,0.02667242123435477,0.1735347432024169,0.03906776003452741,0.06977988778593008,0.026447993094518774,0.013034095813552008,0.011514889943892966,0.016935692706085456,0.03463098834700043,0.04428139835994821,0.048545533016832114,0.09168752697453604,0.24395338800172636,0.013569270608545533,0.05058264997842037,0.029261976694000862,0.05199827362969357,0.11752992359472739,0.2975693166814571,0.3132399731607541,0.2716607865630614
4202703,54891,12820,27334,14737,11815,15649,27427,1301,188,119,3176,16516,1875,6207,2477,240,701,535,1650,992,2193,4727,5394,354,3692,1856,698,5463,14933,12463,9212,0.2335537701991219,0.4979687016086426,0.2684775281922355,0.21524475779271648,0.28509227377894375,0.4996629684283398,0.02370151755296861,0.0034249694849793227,0.0021679328123007414,0.05786012278879962,0.300887212839992,0.03415860523583101,0.11307864677269498,0.04512579475688182,0.004372301470186369,0.012770763877502688,0.009746588693957114,0.03005957260753129,0.01807217941010366,0.03995190468382795,0.08611612103987903,0.09826747554243866,0.006449144668524895,0.06726057094970031,0.03381246470277459,0.012716110109125357,0.12985191699745668,0.3549475886002234,0.2962373131135462,0.21896318128877373
4202801,62368,13749,33147,15472,12494,19733,30141,245,17,185,2276,8510,3798,4364,11953,1385,1376,311,3027,2629,4663,4733,6315,1173,3483,981,944,5650,15403,15269,12297,0.2204495895330939,0.5314744740892765,0.24807593637762956,0.20032709081580297,0.31639622883530016,0.48327668034889687,0.003928296562339661,0.00027257567983581324,0.0029662647511544383,0.036493073370959465,0.13644817855310415,0.06089661364802463,0.06997178040020523,0.1916527706516162,0.022206900974858904,0.022062596203181118,0.0049865315546434065,0.04853450487429451,0.04215302719343253,0.07476590559261159,0.07588827603899435,0.10125384812724474,0.018807721908671114,0.05584594663930221,0.0157292201128784,0.015135967162647512,0.11620971225241161,0.3168103004998046,0.31405417635080934,0.2529258108969744
4202802,94865,23478,48589,22798,21755,28743,44367,291,184,405,3156,8237,4532,12261,3096,1148,2604,934,4026,1221,6170,6356,26840,1446,8474,2498,986,7141,20102,22765,21379,0.2474885363411163,0.512191008274917,0.24032045538396668,0.22932588415116217,0.3029884572813999,0.46768565856743793,0.0030675169978390342,0.001939598376640489,0.00426922468771412,0.03326832867759447,0.08682865124123755,0.04777315132029727,0.12924682443472302,0.03263585094608128,0.012101407262952616,0.02744953354767301,0.009845570020555526,0.04243925578453592,0.01287092183629368,0.06503979339060771,0.06700047435829863,0.2829283718969061,0.015242713329468192,0.0893269382807147,0.026332156221999685,0.01039371738786697,0.10003221875131327,0.28159188647793015,0.31889559723759225,0.2994802975331643
4202803,46284,9635,24387,12262,10737,15055,20492,0,0,337,1777,2745,1254,4626,1153,424,1217,753,1833,2239,4342,4569,10406,956,2933,2138,2582,4326,10146,11554,10623,0.20817129029470227,0.526899144412756,0.2649295652925417,0.23198081410422608,0.3252743928787486,0.4427447930170253,0.0,0.0,0.007281133869155648,0.03839339728631925,0.05930775213896811,0.027093596059113302,0.09994814622763806,0.02491141647221502,0.009160833117275948,0.02629418373520007,0.016269121078558466,0.039603318641431164,0.04837524846599257,0.0938121164981419,0.098716619134042,0.22482931466597528,0.020655085990839168,0.0633696309739867,0.04619306887909429,0.05578601676605306,0.11803869136947802,0.2768424786488035,0.315260989385795,0.2898578405959235
4202901,85011,19508,43691,21812,19250,26756,39005,62,23,340,2433,6968,2337,7367,6639,1779,4275,657,3177,2183,6360,9800,15122,1308,9165,2473,2543,6943,18280,20798,19482,0.2294761854348261,0.5139452541435814,0.2565785604215925,0.22644128406912048,0.31473574008069544,0.4588229758501841,0.000729317382456388,0.00027055322252414395,0.003999482419922128,0.028619825669619226,0.08196586324122761,0.027490560045170625,0.0866593734928421,0.07809577584077354,0.020926703603063132,0.05028760983872675,0.007728411617320112,0.037371634259095884,0.02567902977261766,0.0748138476197198,0.11527919916246133,0.17788286221783065,0.015386244133112185,0.10780957758407736,0.029090353013139475,0.029913775864299913,0.10599514526052242,0.27907118757919486,0.3175121750148848,0.2974214921453979
4202902,47501,11273,23574,12654,11940,15894,19667,102,26,287,2226,8296,2134,7362,5532,289,636,352,1196,455,2702,4027,4926,519,3785,1815,834,4273,11774,11481,8700,0.23732131955116734,0.49628428875181574,0.2663943916970169,0.25136312919728004,0.3346034820319572,0.41403338877076273,0.002147323214248121,0.000547356897749521,0.006041978063619714,0.04686217132270899,0.17464895475884717,0.04492536999221069,0.1549862108166144,0.1164607060903981,0.006084082440369677,0.013389191806488284,0.0074103703079935156,0.02517841729647797,0.009578745710616619,0.056883012989200225,0.08477716258605082,0.10370307993515926,0.01092608576661544,0.07968253299930528,0.03820972190059157,0.01755752510473464,0.11794744396599316,0.3249972397040963,0.31690957270619413,0.24014574362371646
4203001,49928,11365,24711,13852,11138,14937,23853,217,3,115,4311,7385,2676,8249,1214,333,1233,310,3357,361,1958,3208,8872,386,3531,1729,480,3509,11234,12432,11388,0.22762778400897293,0.49493270309245313,0.27743951289857394,0.223081236981253,0.29917080596058326,0.47774795705816375,0.004346258612401859,6.00865245954174e-05,0.002303316776157667,0.08634433584361481,0.14791299471238584,0.053597179939112324,0.16521791379586603,0.024315013619612243,0.006669604230091331,0.02469556160871655,0.006208940874859798,0.06723682102227208,0.007230411792981894,0.03921647171927576,0.06425252363403301,0.17769588207018105,0.007731132831277039,0.07072183944880628,0.03462986700849223,0.009613843935266785,0.09099395793895704,0.2913155096854498,0.3223815574514431,0.2953089749241501
4203002,62521,14902,30701,16918,15860,18188,28473,232,133,387,3153,4162,3082,8191,1074,695,1946,584,4193,429,4544,6087,11429,1296,6067,2509,2328,4164,12123,14587,16745,0.23835191375697765,0.49105100686169445,0.2705970793813279,0.2536747652788663,0.29091025415460403,0.4554149805665296,0.003710753186929192,0.0021272852321619936,0.006189920186817229,0.0504310551654644,0.06656963260344524,0.049295436733257626,0.1310119799747285,0.01717822811535324,0.011116264934981846,0.03112554181794917,0.009340861470545896,0.06706546600342285,0.006861694470657859,0.07267957966123383,0.0973592872794741,0.18280257833367988,0.02072903504422514,0.09703939476335952,0.04013051614657475,0.03723548887573775,0.08744408744408744,0.2545832545832546,0.3063273063273063,0.35164535164535166
4203003,72968,17771,36509,18688,19184,21712,32072,44,18,217,2793,4444,3978,10396,3252,1255,2417,747,5398,778,4201,6270,15741,2038,5476,2855,650,5518,14619,16846,18214,0.24354511566714176,0.5003426159412345,0.2561122683916237,0.26290976866571647,0.2975550926433505,0.439535138690933,0.0006030040565727442,0.0002466834776888499,0.0029739063699155796,0.03827705295471988,0.06090340971384717,0.05451704856923583,0.1424734130029602,0.04456748163578555,0.017199320249972592,0.03312410919855279,0.010237364324087271,0.07397763403135621,0.010662208091218069,0.05757318276504769,0.08592807806161605,0.21572470123889925,0.02793005152943756,0.07504659576800789,0.039126740488981473,0.008908014472097358,0.09996920122470423,0.26485135061688136,0.30519774625432544,0.329981701904089
4203004,90232,19647,46273,24312,21412,29016,39804,17,6,141,7196,11927,6302,9491,2672,2612,2907,1181,4422,1614,4913,4147,16378,3064,6839,3420,983,8267,19812,21320,21186,0.21773871797145136,0.5128225019948577,0.26943878003369093,0.23729940597570706,0.32157106126429646,0.44112953275999645,0.00018840322723645713,6.649525667169076e-05,0.0015626385317847327,0.07974997783491444,0.1321814877205426,0.06984218459083252,0.10518441351183616,0.029612554304459617,0.028947601737742707,0.03221695185743417,0.013088483021544464,0.049007004167036086,0.01788722404468481,0.05444853267133611,0.04595930490291693,0.18150988562815853,0.033956911073676745,0.07579351006294885,0.03790229630286373,0.010894139551378669,0.11712120138839696,0.2806828646312956,0.30204717716228663,0.30014875681802083
4203101,60476,15538,30511,14427,14964,16603,28909,66,1,913,2700,5005,2712,9254,1964,851,4358,910,3866,1645,5376,4442,6446,963,4553,2839,1612,4183,12465,13471,14819,0.25692836827832527,0.5045141874462596,0.23855744427541503,0.2474369998015742,0.27453865996428334,0.4780243402341425,0.001091342019974866,1.6535485151134334e-05,0.015096897942985648,0.0446458099080627,0.08276010318142735,0.044844235729876315,0.15301937958859713,0.03247569283682783,0.01407169786361532,0.07206164428864342,0.015047291487532245,0.06392618559428534,0.02720087307361598,0.08889476817249818,0.07345062504133872,0.10658773728421192,0.015923672200542364,0.07528606389311462,0.046944242344070373,0.026655202063628546,0.09308380435266367,0.2773821709911434,0.2997685700298189,0.32976545462637413
4203102,53459,10947,27165,15347,10292,15286,27881,52,42,182,3850,12921,3873,4388,1676,365,2035,575,2759,1429,3214,3537,6857,466,2517,2238,483,4518,12242,13226,12526,0.20477375184721,0.5081464299743729,0.2870798181784171,0.19252137151835985,0.28593875680427994,0.5215398716773603,0.0009727080566415383,0.0007856488149797041,0.0034044781982453844,0.0720178080398062,0.2416992461512561,0.07244804429562843,0.08208159524121289,0.03135112890252343,0.006827662320656952,0.03806655567818328,0.010755906395555473,0.051609644774500085,0.026730765633476122,0.060120840270113544,0.06616285377579079,0.12826652200751978,0.008716960661441479,0.047082811126283694,0.04186385828391852,0.009034961372266597,0.10627587504704554,0.28796575084681975,0.3111121565675574,0.29464621753857734
4203103,139687,31615,74905,33167,25329,33916,80442,7,100,1352,5314,6046,6439,15606,1536,5240,11574,2259,20577,4144,11479,8189,20197,2010,9809,4229,3580,9927,25045,30935,42165,0.22632743204449948,0.536234581600292,0.23743798635520844,0.18132682354120283,0.24279997422809568,0.5758732022307015,5.011203619520786e-05,0.0007158862313601123,0.009678781847988718,0.038042194334476365,0.04328248154803239,0.046095914437277626,0.11172120526605912,0.010996012513691325,0.03751243852326988,0.08285667241761939,0.016171869966424935,0.14730790982697028,0.02966632542756305,0.08217658049782728,0.058623923486079595,0.14458754214780187,0.014389313250338256,0.07022128043411341,0.030274828724219147,0.025628727082692017,0.09185542971352431,0.2317436523798949,0.28624435561477535,0.39015656229180545
4203104,83221,16589,45319,21313,14949,18432,49840,100,17,487,6149,2056,4107,7526,669,1925,5775,1780,15840,4064,7272,4707,11419,1002,4758,2453,1115,5879,15817,19703,25233,0.1993367058795256,0.544562069669915,0.25610122445055933,0.1796301414306485,0.22148255848884296,0.5988873000805085,0.001201619783468115,0.00020427536318957956,0.005851888345489721,0.0738876004854544,0.024705302748104445,0.04935052450703548,0.09043390490381034,0.00803883635140169,0.023131180831761213,0.06939354249528364,0.021388832145732447,0.19033657370134943,0.04883382800014419,0.08738179065380132,0.056560243207844176,0.13721296307422406,0.012040230230350512,0.057173069297412914,0.02947573328847286,0.013398060585669483,0.08823088005762997,0.2373784367871293,0.2956987633569456,0.37869191979829514
4203105,95797,19360,51941,24496,18445,22884,54468,12,21,166,3246,13637,7119,11466,3236,3167,4692,1189,10569,2668,7632,4445,11879,1076,5956,2870,751,6821,18730,22491,28395,0.20209401129471696,0.5421986074720503,0.2557073812332328,0.1925425639633809,0.23888013194567678,0.5685773040909423,0.00012526488303391548,0.00021921354530935207,0.001732830881969164,0.03388415086067413,0.1423531008277921,0.07431339185987035,0.11969059573890622,0.03377976345814587,0.03305949038070086,0.04897856926626095,0.012411662160610458,0.11032704573212104,0.027850558994540538,0.07966846560957024,0.046400200423812855,0.12400179546332349,0.011232084512041086,0.062173136945833374,0.02995918452561145,0.007839493929872543,0.08923688789460602,0.24503839763465338,0.29424231720240196,0.37148239726833865
4203106,89616,20223,46450,22943,19897,24375,45344,63,86,12,4020,4163,2136,10826,805,873,9678,1047,8212,1549,5145,7709,21613,1562,5173,3562,1382,6575,17012,20922,24884,0.22566282806641672,0.5183226209605427,0.25601455097304054,0.22202508480628458,0.27199384038564545,0.50598107480807,0.0007029994643813605,0.0009596500624888413,0.0001339046598821639,0.04485806106052491,0.04645375825745403,0.023835029459025173,0.12080432065702554,0.008982770933761828,0.009741564006427424,0.10799410819496519,0.0116831815747188,0.0916354222460275,0.01728485984645599,0.057411622924477775,0.08602258525263345,0.24117345116943403,0.017429923227995,0.057724067130869486,0.039747366541688985,0.015421353329762542,0.09475019094144943,0.24515441038721486,0.301500151312092,0.35859524735924375
4203201,57176,13582,29312,14282,13488,19124,24564,0,0,0,2476,5072,3933,7919,2578,1025,1274,572,964,732,2044,3139,15831,633,4246,2305,2433,5692,12170,13336,12396,0.23754722261088568,0.5126626556597174,0.24979012172939696,0.23590317615782846,0.3344760039177277,0.42962081992444384,0.0,0.0,0.0,0.043304883167762695,0.0887085490415559,0.06878760319014972,0.13850216874212956,0.045088848467888624,0.017927102280677207,0.0222820763956905,0.01000419756541206,0.01686022107177837,0.012802574506786063,0.03574926542605289,0.05490065761858122,0.27688190849307404,0.0110710787743109,0.0742619280817126,0.040314117811669235,0.042552819364768436,0.13056842684773134,0.27916685782447126,0.30591365784282243,0.284351057484975
4203202,28583,7126,14388,7069,7583,10900,10100,1,0,67,818,1437,205,5957,632,83,754,311,1379,248,967,1817,11065,71,2076,694,1,2983,5673,6553,6248,0.24930902984291362,0.5033761326662701,0.24731483749081623,0.26529755449043135,0.3813455550502047,0.35335689045936397,3.4985830738550885e-05,0.0,0.0023440506594829096,0.028618409544134627,0.050274638771297626,0.007172095301402932,0.20841059370954762,0.02211104502676416,0.0029038239512997237,0.026379316376867367,0.010880593359689326,0.04824546058846167,0.00867648602316062,0.03383129832417871,0.06356925445194696,0.38711821712206557,0.002483993982437113,0.07263058461323164,0.024280166532554315,3.4985830738550885e-05,0.13902223050752668,0.26438924360348603,0.30540150067577015,0.29118702521321715
4203203,25308,6054,13742,5512,6053,10019,9236,1,0,15,1374,3019,964,2901,1751,18,400,130,313,12,1208,2666,7635,113,1488,1090,210,3352,5652,5626,4624,0.23921289710763394,0.5429903587798325,0.21779674411253358,0.23917338391022602,0.39588272483009324,0.36494389125968074,3.951319740793425e-05,0.0,0.0005926979611190138,0.05429113323850166,0.1192903429745535,0.03809072230124862,0.11462778568041726,0.06918760866129287,0.0007112375533428165,0.0158052789631737,0.005136715663031453,0.01236763078868342,0.000474158368895211,0.04773194246878457,0.1053421842895527,0.301683262209578,0.00446499130709657,0.05879563774300616,0.04306938517464833,0.008297771455666193,0.17409369481666148,0.29354939233406047,0.29219902357951594,0.24015788926976211
4203204,23624,4890,12908,5826,6101,8056,9467,0,0,0,206,586,328,2047,115,1212,185,182,461,39,240,3450,12391,46,1492,643,1,2766,4926,5738,5304,0.20699288858787673,0.5463934981374873,0.24661361327463596,0.2582543176430748,0.3410091432441585,0.4007365391127667,0.0,0.0,0.0,0.008719945817812394,0.024805282763291567,0.01388418557399255,0.08664917033525228,0.004867930917710803,0.05130375888926515,0.007831019302404334,0.0077040298002031835,0.01951405350491026,0.0016508635286149678,0.01015916017609211,0.14603792753132408,0.5245089739248222,0.0019471723670843211,0.06315611242803928,0.027218083305113445,4.232983406705046e-05,0.14764599124586314,0.26294437920358704,0.30628803245436104,0.2831215970961887
4203205,42036,11029,22340,8667,10843,16100,15093,40,0,272,1172,4136,2587,5728,1559,157,436,542,809,184,2807,4451,11685,206,3551,1713,1,5483,8841,8949,7734,0.2623703492244743,0.5314492339899134,0.20618041678561233,0.2579455704634123,0.38300504329622226,0.3590493862403654,0.0009515653249595584,0.0,0.006470644209724998,0.027880864021315063,0.09839185460081834,0.061542487391759444,0.1362641545342088,0.03708725854029879,0.003734893900466267,0.010372062042059187,0.012893710153202018,0.019245408697307072,0.004377200494813969,0.06677609667903701,0.10588543153487487,0.27797602055381104,0.004900561423541726,0.0844752117232848,0.040750785041393095,2.3789133123988963e-05,0.1768310381526752,0.2851291643822363,0.2886122488470345,0.249427548618054
4203206,31982,7775,16925,7282,9131,10363,12488,0,0,126,662,501,487,3275,184,260,391,629,1013,121,754,5470,10940,661,3604,1609,1295,2914,6187,7245,7861,0.2431054968419736,0.5292039272090551,0.2276905759489713,0.2855043461947345,0.3240260146332312,0.39046963917203426,0.0,0.0,0.003939716090300794,0.0206991432680883,0.015665061597148398,0.015227315364892751,0.10240135075980239,0.00575323619535989,0.00812957288474767,0.012225626915139766,0.01966731286348571,0.031674066662497655,0.003783378150209493,0.023575761365768246,0.1710337064598837,0.3420674129197674,0.02066787568007004,0.11268838721781002,0.050309549121380776,0.04049152648364705,0.12037840294129797,0.25558722683521296,0.29929359276242407,0.324740777461065
