MIGPUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
1701900,47220,10837,24860,11523,12590,15579,19051,147,12,198,2769,5826,2643,6606,3223,454,2083,550,2042,622,971,4478,4308,1264,5677,1390,1957,3615,12188,12458,8122,0.22950021177467175,0.5264718339686574,0.2440279542566709,0.2666243117323168,0.3299237611181703,0.40345192714951295,0.003113087674714104,0.00025412960609911054,0.004193138500635324,0.05864040660736976,0.12337992376111817,0.0559720457433291,0.13989834815756036,0.06825497670478611,0.009614570097416349,0.044112664125370606,0.011647606946209234,0.043244387971198645,0.013172384582803896,0.020563320626853027,0.09483269800931808,0.09123252858958068,0.026768318509106312,0.12022448115205421,0.029436679373146972,0.041444303261329946,0.09935959101778304,0.3349916169639667,0.3424126652557513,0.22323612676249896
1702000,85516,19759,46381,19376,20468,23628,41420,356,19,230,2376,2694,1860,7816,1915,568,22054,1192,3205,973,4494,10859,8287,1340,9176,2685,3417,5585,16688,20102,23382,0.2310561766219187,0.5423663408017213,0.22657748257635998,0.23934702277936293,0.2762991720847561,0.484353805135881,0.004162963655924038,0.00022218064455774357,0.002689555170962159,0.027784274287852566,0.031502876654661116,0.021750315730389633,0.09139810094017493,0.02239347022779363,0.006642031900463071,0.2578932597408672,0.013938912016464754,0.03747836662145096,0.011377987744983395,0.05255156929697367,0.12698208522381776,0.09690584218158005,0.015669582300388233,0.10730155760325553,0.03139763319144955,0.03995743486598999,0.08493392338458262,0.2537828672232614,0.30570129415879677,0.3555819152333592
1702100,89114,22020,46874,20220,22828,27751,38535,355,22,208,3218,6730,2699,8539,2569,2041,2571,1757,3702,143,4340,19731,13790,1247,10090,2189,3173,6883,18294,21717,20200,0.24709922122225464,0.5260004039769284,0.22690037480081693,0.25616625894921113,0.31141010391184326,0.4324236371389456,0.003983661377561326,0.0002468747895953498,0.00233408891981058,0.03611104876899253,0.07552124245348654,0.03028704805081132,0.09582108310703144,0.02882824247592971,0.022903247525641313,0.028850685638620196,0.01971631842359225,0.041542294140090225,0.0016046861323697735,0.04870166303835537,0.22141302152299303,0.15474560675090335,0.013993311937518235,0.1132257557735036,0.024564041564737304,0.035606077608456584,0.10258741467195279,0.27266223507318094,0.32368020985483054,0.30107014040003577
1702200,52254,11211,27026,14017,12992,17873,21389,859,49,219,1778,8367,4247,6074,2097,1051,2123,226,878,226,2032,5334,8075,303,3498,1352,3466,4207,13837,14267,8732,0.21454816856125847,0.5172044245416619,0.26824740689707965,0.24863168369885558,0.3420408007042523,0.4093275155968921,0.016438932904658015,0.0009377272553297355,0.004191066712596165,0.03402610326482183,0.16012171317028362,0.08127607455888544,0.11623990507903702,0.04013089906992766,0.020113292762276573,0.040628468633980175,0.004325027749071841,0.016802541432234853,0.004325027749071841,0.03888697515979638,0.1020783097944655,0.1545336242201554,0.005798599150304283,0.06694224365598805,0.025873617330730663,0.06632985034638497,0.10250225373388885,0.3371342250810126,0.34761104207782084,0.21275247910727774
1702300,44210,10800,22537,10873,11714,14884,17612,447,34,33,1220,6239,2007,4712,2197,426,1191,313,1484,242,2652,4552,9796,397,3770,1293,1205,4328,10177,11257,7648,0.244288622483601,0.5097715448993441,0.24593983261705496,0.26496267812712054,0.3366659126894368,0.39837140918344266,0.010110834652793485,0.0007690567744854105,0.0007464374575887809,0.02759556661388826,0.14112191811807284,0.04539696901153585,0.10658222121691925,0.0496946392218955,0.00963582899796426,0.026939606423885997,0.007079846188645103,0.03356706627459851,0.005473874688984393,0.05998642840986202,0.1029631305134585,0.22157882831938475,0.008979868807962,0.08527482470029406,0.029246776747342232,0.027256276860438813,0.12954205327746185,0.3046093983837174,0.3369350493864113,0.22891349895240945
1702400,43513,9572,22117,11824,11889,13897,17727,318,909,971,2075,6249,2001,5726,2234,502,1432,380,1057,148,2296,3966,4860,358,4058,1574,2399,3603,11061,11880,7397,0.2199802357916025,0.508284880380576,0.27173488382782157,0.2732286902764691,0.31937581872084203,0.40739549100268885,0.007308160779537149,0.020890308643393928,0.02231517017902696,0.047686898168363474,0.14361225380920645,0.04598625698067244,0.1315928573070117,0.05134097855813205,0.011536782111093236,0.03290970514558868,0.00873302231517018,0.024291591018776,0.00340128237538207,0.05276584009376508,0.09114517500517087,0.11169075908349228,0.00822742628639717,0.09325948567094891,0.036173097694941744,0.05513294877392963,0.10615479803187886,0.32588904275065556,0.35001915087946733,0.21793700833799828
1702501,46351,10446,22988,12917,13507,16922,15922,1711,44,126,2079,6502,1998,5413,3380,581,1058,265,921,103,1008,5135,7757,462,3808,1326,2674,3986,12148,12458,7313,0.22536730599124075,0.4959547798321503,0.2786779141766089,0.2914068736381092,0.36508381696187786,0.34350930940001295,0.03691398243835085,0.0009492783327220557,0.0027183879527949775,0.044853401221117126,0.14027744816724558,0.04310586610860607,0.1167828094323747,0.07292183555910337,0.012534788893443507,0.022825829000453064,0.005717244503894199,0.019870121464477572,0.0022221742788720847,0.02174710362235982,0.11078509633017626,0.16735345515738603,0.009967422493581584,0.08215572479558154,0.02860779702703286,0.05769023322042675,0.1110151789444367,0.3383372789305111,0.34697117393120736,0.20367636819384488
1702601,34951,8729,17707,8515,9374,11068,14509,507,17,64,1989,4370,1613,4446,1131,501,711,266,746,142,1278,7304,4054,439,2713,1324,1336,3021,7422,8341,7438,0.24974964950931303,0.5066235586964608,0.2436267917942262,0.26820405710852335,0.31667191210551915,0.4151240307859575,0.014506022717518812,0.0004863952390489543,0.001831135017596063,0.056908242968727644,0.12503218792023119,0.04615032474035078,0.1272066607536265,0.03235958913908043,0.014334353809619182,0.020342765586106263,0.007610654916883637,0.02134416754885411,0.0040628308202912645,0.036565477382621385,0.2089782838831507,0.11599095877085062,0.012560441761322995,0.07762295785528311,0.037881605676518555,0.038224943492317816,0.11520860346274121,0.2830447715658607,0.3180916787430402,0.28365494622835785
1702700,32716,6989,16654,9073,8332,11235,13149,664,9,616,2209,6270,1177,2916,1352,246,1411,782,664,20,1665,3494,3875,377,2314,1158,1497,2828,8583,8869,5447,0.21362636019073236,0.5090475608265069,0.27732607898276074,0.2546766108326201,0.3434099523169092,0.4019134368504707,0.020295879691893875,0.0002750947548600073,0.018828707665973835,0.06752047927619513,0.19164934588580512,0.035976280718914296,0.08913070057464238,0.041325345396747766,0.007519256632840201,0.043128744345274486,0.023902677588947305,0.020295879691893875,0.000611321677466683,0.050892529649101355,0.10679789705342951,0.11844357500916983,0.011523413620246973,0.07072991808289522,0.035395525125320945,0.04575742755838122,0.1099234267501069,0.33361837757997437,0.3447351031989738,0.21172309247094492
1702890,144820,32931,75334,36555,33565,48006,63249,353,36,877,5279,31832,5913,14303,6867,1837,3694,1213,3885,134,11547,11886,22203,2822,11506,4491,4142,14430,34262,37083,26114,0.22739262532799337,0.5201905814114073,0.25241679326059935,0.23177047369147907,0.3314873636238089,0.43674216268471205,0.002437508631404502,0.00024858444966164894,0.006055793398701837,0.03645214749344013,0.21980389448971135,0.04082999585692584,0.09876398287529346,0.04741748377295953,0.012684712056345809,0.025507526584725868,0.008375914928877227,0.026826405192652947,0.0009252865626294711,0.0797334622289739,0.08207429912995443,0.15331445932882198,0.019486258804032593,0.07945035216130368,0.031010910095290705,0.028601021958293053,0.12896710132363323,0.3062141944248318,0.3314266818007132,0.2333920224508218
1703000,217195,50371,113435,53389,52210,70084,94901,679,249,367,11422,33058,14220,21370,5243,2021,7950,1903,11501,1677,19562,23935,23315,6589,18459,6879,6796,24554,41289,50555,50426,0.23191602016621007,0.5222726121687884,0.2458113676650015,0.24038306590851538,0.3226777780335643,0.4369391560579203,0.0031262229793503535,0.0011464352310136053,0.001689725822417643,0.05258868758488915,0.1522042404291075,0.06547112042174083,0.0983908469347821,0.024139598057045512,0.009305002417182715,0.03660305255645848,0.008761711825778678,0.0529524160316766,0.007721172218513318,0.09006653007665923,0.11020051106148852,0.1073459333778402,0.030336794125094962,0.08498814429429775,0.0316719998158337,0.03128985473882916,0.14718505730590323,0.2475003596604805,0.3030439265333525,0.30227065650026375
1703100,269903,67268,143039,59596,65821,85277,118805,302,263,1948,15038,25220,18138,31468,27066,2924,5369,2838,11961,566,16187,37901,26999,5867,21370,10357,8121,26767,54393,63948,57527,0.24923027902616865,0.5299644687165389,0.22080525225729244,0.2438690937114445,0.3159542502306384,0.4401766560579171,0.0011189205010689025,0.0009744241449706005,0.007217407735371596,0.05571631289759654,0.09344097694356862,0.06720192069002567,0.11659003419747094,0.10028047113222158,0.010833521672600897,0.019892331689532906,0.010514888682230283,0.04431592090491769,0.0020970496808112543,0.059973397850338825,0.14042452288414728,0.10003223380251423,0.02173743900586507,0.07917659307232598,0.03837304513102856,0.030088587381392574,0.13209465294741776,0.26842845510400476,0.3155822044562884,0.2838946874922891
1703200,637776,133727,346506,157543,125073,180403,332300,486,185,3206,28741,59611,54132,64621,26250,11259,32669,9385,63909,19789,57658,42976,75920,11113,43791,20783,11292,60812,112266,148447,182524,0.20967706530192418,0.5433036050274704,0.24701932967060536,0.19610803793181306,0.2828626351571712,0.5210293269110158,0.000762023030029352,0.00029007049497002083,0.005026843280399388,0.04506441132936956,0.09346698527382655,0.08487619477684956,0.10132240786733901,0.04115865131331377,0.017653533529013322,0.05122331351446276,0.014715197812398084,0.10020602844885979,0.03102813527006347,0.09040478161611601,0.06738415995584657,0.1190386593412107,0.017424613030280225,0.06866203808233612,0.03258667619979429,0.017705275833521487,0.12064700058922843,0.22272834585526408,0.29450906558687745,0.36211558796863
1703300,337932,68655,185852,83425,63047,92606,182279,436,104,1661,13427,55619,23275,38482,7262,4442,14965,4347,21540,9840,27950,30683,34785,8115,24059,9478,7462,32529,58478,77702,100568,0.20316217463868472,0.5499686327426819,0.24686919261863333,0.18656712001231016,0.2740373803013624,0.5393954996863274,0.0012902003953458093,0.00030775422274303705,0.004915190038232544,0.039732845661257295,0.16458636648793248,0.06887480321484796,0.11387498076536108,0.0214895304380763,0.013144656321390101,0.04428405714759182,0.012863534675615212,0.06374063421043287,0.029118284151841197,0.08270894736219121,0.09079637323485198,0.10293490998188985,0.02401370689961294,0.07119479658629546,0.028047062722677936,0.022081365481812908,0.12080125669849263,0.21716670937361898,0.28855787906133834,0.37347415486655006
1703400,2638406,587414,1432050,618942,528698,767933,1341775,759,611,6891,76896,178635,113653,247980,138662,63318,162678,46509,249239,44567,214731,223262,371660,60053,243197,103261,91844,281832,468248,597871,703041,0.22263973020073483,0.542770900308747,0.23458936949051815,0.20038538420546345,0.29105945028930347,0.508555165505233,0.0002876736938894166,0.0002315792186646028,0.002611804248474268,0.029144870046535674,0.06770565257962573,0.04307638778868756,0.09398856733952242,0.05255521705150761,0.023998580961383503,0.06165768270690713,0.017627688839397727,0.09446574939565783,0.016891638360434294,0.08138664026688841,0.08462003194352954,0.14086535582469112,0.02276109135591717,0.09217573034627725,0.03913764598776685,0.034810412044241866,0.13741253013176064,0.22830318206994468,0.29150333107101345,0.34278095672728126
1703600,96222,22656,48982,24584,24645,32362,39215,657,62,115,6907,14934,4624,12667,1545,1028,1790,658,4020,879,6878,10777,10763,2268,8484,3562,3604,9062,19122,23698,21684,0.23545550913512503,0.5090519839537736,0.2554925069111014,0.2561264575668766,0.3363264118392883,0.40754713059383507,0.006827960341709796,0.0006443432894764191,0.0011951528756417452,0.07178192097441334,0.15520359169420714,0.04805553823449939,0.13164349109351292,0.016056619068404315,0.010683627444867078,0.018602814325206295,0.006838352975411029,0.04177838747895492,0.009135125023383426,0.0714805345970776,0.11200141339818337,0.11185591652636612,0.02357049323439546,0.08817110432125709,0.0370185612437904,0.03745505185924217,0.12318190468422913,0.25992985890221026,0.32213250686458417,0.29475572954897644
1703700,48249,12681,25217,10351,13058,15193,19998,131,45,1831,3618,3711,1655,8274,4126,387,753,481,1573,15,1719,7264,3926,711,4751,1756,1522,4457,10409,11382,9320,0.26282409998134676,0.5226429563307011,0.2145329436879521,0.27063773342452696,0.31488735517834565,0.4144749113971274,0.0027150821778689715,0.0009326618168252192,0.037948973035710584,0.07498601007274762,0.07691351116085307,0.034301229041016394,0.1714854193869303,0.08551472569379676,0.008020891624696885,0.015606541068208668,0.009969118530954009,0.032601711952579326,0.0003108872722750731,0.03562768140272337,0.15055234305374204,0.08136956206346245,0.014736056705838463,0.09846836203859147,0.03639453667433522,0.03154469522684408,0.12530926675663517,0.29265069725596043,0.3200067476383266,0.2620332883490778
1800100,194886,45741,100004,49141,51168,63017,80701,151,114,2227,12066,24188,6500,24015,6623,1810,4274,2096,6605,2348,10710,15500,34660,5766,19749,7360,8124,18803,46323,50444,33575,0.2347064437671254,0.5131410157733239,0.2521525404595507,0.2625534928111819,0.32335313978428415,0.41409336740453395,0.0007748119413400655,0.0005849573596872018,0.01142719333353858,0.06191311843847172,0.12411358435187751,0.033352831911989574,0.12322588590252763,0.033983970115862606,0.009287480886261712,0.02193076978336053,0.010755005490389253,0.03389160842749094,0.01204806912759254,0.05495520458113974,0.07953367609782129,0.17784756216454747,0.02958652750838952,0.1013361657584434,0.03776566813419127,0.04168590868507743,0.12607194341077474,0.3105903650809615,0.33822119413993096,0.22511649736833284
1800200,63659,16577,32158,14924,17640,18386,27633,46,30,390,4459,10925,2638,7188,1948,692,1118,637,1998,375,3145,7446,9123,397,6265,2668,2171,4916,14947,15806,11413,0.26040308518826877,0.505160307262131,0.23443660754960022,0.2771014310623792,0.28882011970027804,0.43407844923734273,0.0007226001036774062,0.00047126093718091706,0.006126392183351922,0.0700450839629903,0.17161752462338398,0.04143954507610864,0.11291412054854773,0.03060054352094755,0.010870418950973154,0.017562324258942177,0.010006440566141472,0.03138597841624908,0.005890761714761463,0.04940385491446614,0.11696696460830362,0.14331045099671688,0.006236353068694136,0.09841499238128151,0.04191080601328956,0.03410358315399237,0.10441357631366552,0.3174673973068264,0.335712161760333,0.24240686461917504
1800300,39953,9411,20325,10217,9827,14260,15866,224,22,378,2080,7685,1366,4933,1050,350,944,352,850,94,1973,2808,5024,1448,3818,1294,3260,3549,10610,10049,6334,0.23555177333366706,0.5087227492303457,0.2557254774359873,0.24596400770905813,0.3569193802718194,0.39711661201912246,0.005606587740595199,0.0005506470102370285,0.0094611168122544,0.05206117187695542,0.19235101243961655,0.034190173453808224,0.12347007734087553,0.026280880034039996,0.008760293344679999,0.023627762621079768,0.008810352163792456,0.021274998122794285,0.0023527644982854856,0.049383025054438964,0.07028258203388982,0.12574775361049234,0.036242585037418965,0.09556228568568068,0.03238805596575977,0.08159587515330513,0.11620064173924433,0.3473904786850894,0.32902232990635844,0.20738654966930783
1800400,125171,29555,63424,32192,31491,42702,50978,142,6,230,4997,15050,5998,13456,3602,1923,3378,1690,5168,2507,6024,19302,20168,2107,11458,3678,4287,10413,29269,31404,24530,0.23611699195500555,0.5066988359923624,0.257184172052632,0.2515838333160237,0.3411493077470021,0.40726685893697423,0.0011344480750333545,4.793442570563469e-05,0.0018374863187159965,0.03992138754184276,0.12023551781163369,0.04791844756373281,0.10750093871583674,0.02877663356528269,0.015362983438655919,0.02698708167227233,0.013501529907087105,0.04128751867445335,0.020028600874004363,0.04812616340845723,0.1542050474950268,0.16112358293854007,0.016832972493628716,0.09153877495586038,0.029383802957554064,0.034249147166675986,0.10890436746987951,0.3061098560910308,0.3284387550200803,0.25654702141900937
1800500,140370,36651,73666,30053,24377,46938,69055,246,63,115,3780,72834,6815,9389,3045,602,1837,1006,2426,2631,6036,6126,10974,480,6842,2617,2506,16512,36203,32012,18992,0.26110279974353495,0.5247987461708342,0.21409845408563083,0.17366246348934958,0.3343876896772815,0.49194984683336895,0.0017525112203462278,0.00044881384911305835,0.0008192633753651065,0.0269288309467835,0.5188715537508014,0.04855026002707131,0.0668875115765477,0.02169266937379782,0.0042886656693025575,0.013086841917788701,0.0071667735271069314,0.017282895205528247,0.018743321222483438,0.04300064116264159,0.043641803804231674,0.07817909809788416,0.0034195340884804444,0.04874260881954834,0.018643584811569424,0.017852817553608322,0.15919937523501,0.3490488724341731,0.30864161821845565,0.1831101341123613
1800600,70313,17993,36031,16289,14749,24856,30708,632,78,204,2436,31940,2485,5756,2468,636,888,424,1368,229,2137,4978,4445,325,4903,1668,2313,6634,19812,16889,8985,0.25589862472089087,0.512437244890703,0.23166413038840614,0.20976206391421218,0.3535050417419254,0.4367328943438624,0.008988380527071807,0.001109325444796837,0.002901312701776343,0.03464508696827045,0.4542545475232176,0.03534197090154025,0.08186252897757172,0.035100194843058895,0.009045269011420363,0.012629243525379375,0.006030179340946909,0.019455861647206064,0.0032568657289548165,0.030392672763215906,0.07079771877177762,0.06321732823233257,0.004622189353320154,0.06973105969024221,0.023722497973347745,0.03289576607455236,0.1267966360856269,0.3786697247706422,0.3228019877675841,0.1717316513761468
1800700,30464,6888,15334,8242,8036,10975,11453,1776,66,374,1647,6099,1402,3497,1820,421,821,172,500,87,1100,2892,2989,192,2327,569,1713,2757,9151,7495,4173,0.2261029411764706,0.5033482142857143,0.27054884453781514,0.26378676470588236,0.36026129201680673,0.3759519432773109,0.058298319327731093,0.0021664915966386556,0.012276785714285714,0.054063813025210086,0.20020351890756302,0.04602153361344538,0.11479122899159663,0.05974264705882353,0.013819590336134453,0.02694984243697479,0.005646008403361344,0.01641281512605042,0.002855829831932773,0.03610819327731092,0.09493172268907563,0.09811580882352941,0.0063025210084033615,0.07638524159663866,0.018677783613445378,0.05623030462184874,0.11694095690532745,0.3881489650492026,0.31790804207668816,0.1770020359687818
1800800,58479,14629,29594,14256,13050,19164,26265,840,8,115,2395,22874,1731,5344,870,555,1085,349,1099,640,2915,5262,5009,377,3687,1987,1337,4990,15559,14373,8928,0.2501581764394056,0.506062005164247,0.2437798183963474,0.22315703072897963,0.3277073821371774,0.44913558713384294,0.014364130713589494,0.00013680124489132852,0.0019665178953128474,0.040954872689341476,0.391148959455531,0.029600369363361207,0.09138323158740745,0.014877135381931975,0.009490586364335916,0.01855366883838643,0.005967954308384206,0.018793071016946255,0.01094409959130628,0.049846953607277825,0.08998101882727133,0.08565467945758307,0.006446758665503856,0.06304827373929103,0.03397800919988372,0.022862908052463278,0.1137970353477765,0.35482326111744583,0.32777651083238313,0.20360319270239452
1800900,50931,12240,25792,12899,12014,19758,19159,636,63,131,1968,16918,2150,4728,2513,898,1058,433,893,119,2119,3468,5901,116,3194,1747,1878,4133,15207,12821,6530,0.24032514578547445,0.5064106339950128,0.25326422021951267,0.23588776972767078,0.3879366201331213,0.37617561013920797,0.012487483065323672,0.0012369676621311187,0.0025721073609393102,0.03864051363609589,0.3321749033005439,0.042213975771141346,0.09283147788184014,0.04934126563389684,0.017631697787202295,0.020773202960868625,0.008501698376234513,0.01753352575052522,0.002336494472914335,0.041605309143743496,0.06809212463921777,0.11586263768628144,0.0022775912509080914,0.06271229702931418,0.03430130961496927,0.03687341697590858,0.1068207076581117,0.3930371404202528,0.33136905223436974,0.16877309968726578
1801000,191824,47160,99212,45452,46183,64734,80907,143,114,431,9950,28162,9761,21553,6552,3207,8615,2342,6688,2419,11929,13968,34596,2270,17221,6301,5602,15375,45467,49449,34373,0.24585036283259654,0.5172032696638585,0.23694636750354492,0.24075715238969056,0.3374655934606723,0.4217772541496372,0.0007454750187672033,0.0005942947702060222,0.002246851280340312,0.051870464592543165,0.1468116606889649,0.05088518642088581,0.11235820335307366,0.03415630995078822,0.016718450246058888,0.04491096004670948,0.01220910834932021,0.03486529318541997,0.012610517974810243,0.062187213278838936,0.07281674868629577,0.1803528234214697,0.011833764283926932,0.0897750020852448,0.032847818833931106,0.029203853532404705,0.10628076093568545,0.3142938118674999,0.34181966487861526,0.2376057623181994
1801100,43965,10053,22769,11143,10293,16305,17367,966,71,184,1686,14880,1730,4075,1979,468,911,337,1183,67,1737,3894,3113,277,3165,1119,2123,4119,12748,10564,6481,0.2286591606960082,0.5178892300693734,0.25345160923461846,0.2341180484476288,0.370863186625725,0.39501876492664617,0.021972023200272944,0.0016149209598544296,0.004185147276242466,0.03834868645513476,0.33845104060047765,0.03934948254293188,0.09268736494939156,0.04501307858523826,0.010644831115660185,0.020721028090526554,0.007665188217900603,0.026907767542363244,0.0015239394973274195,0.03950870010235415,0.08857045377004436,0.07080632321164562,0.006300466279995451,0.07198908222449676,0.02545206414193108,0.048288411236210624,0.1214614295824487,0.3759141306912008,0.31151214909176694,0.19111229063458363
1801200,90417,22533,47217,20667,20897,28607,40913,256,31,79,3120,17243,1962,8732,2071,932,1710,1324,3012,196,4970,17962,12215,660,9089,2444,2409,6876,20406,21464,19138,0.24921198447194665,0.5222137429908092,0.2285742725372441,0.23111804196113564,0.3163896169968037,0.45249234104206065,0.002831325967461871,0.00034285587887233595,0.0008737294977714368,0.034506785228441555,0.19070528772244158,0.021699459172500747,0.09657475917139476,0.02290498468208412,0.010307796100290874,0.018912372673280466,0.014643263987966865,0.03331231958591858,0.002167733943837995,0.05496753929017773,0.1986573321388677,0.13509627614276076,0.007299512259862637,0.10052313171195683,0.027030315095612552,0.026643219748498623,0.10129043662718755,0.30060102527841615,0.3161864356844028,0.2819221024099935
1801300,60144,13952,30837,15355,14400,19240,26504,613,55,127,2163,19521,1688,6879,923,472,1219,418,1343,171,2731,4505,8043,156,5472,1459,2186,4990,15817,15464,9921,0.23197658951848896,0.512719473264166,0.255303937217345,0.23942537909018355,0.31989890928438414,0.4406757116254323,0.010192205373769619,0.0009144719340250067,0.0021115988294759243,0.03596368715083799,0.3245710295291301,0.028065974993349296,0.11437549880287311,0.015346501729183294,0.007847831870178238,0.02026802341048151,0.00694998669859005,0.022329741952646982,0.00284317637669593,0.04540768821495079,0.07490356477786646,0.1337290502793296,0.0025937749401436553,0.09098164405426976,0.024258446395317903,0.03634610268688481,0.1080273640457222,0.34241860062348456,0.3347765846899896,0.2147774506408036
1801400,48977,11838,24642,12497,13655,18948,16374,851,166,217,1585,9387,1083,5166,3061,426,1308,464,827,585,1376,6234,7982,356,4167,1229,2507,3965,13431,12159,7584,0.2417052902382751,0.5031341241807379,0.255160585580987,0.2788043367294853,0.3868754721604018,0.3343201911101129,0.01737550278702248,0.0033893460195602017,0.004430651121955204,0.03236212916266819,0.19166139208199767,0.022112420115564448,0.10547808154848194,0.062498723890805886,0.008697960267064132,0.026706413214365926,0.009473834657083938,0.016885476856483655,0.011944382056883843,0.028094820017559263,0.12728423545745962,0.16297445739837066,0.007268717969659228,0.08508075218980338,0.025093411193008962,0.05118729199420136,0.10676108672823716,0.36164140122243466,0.32739169067557017,0.20420582137375803
1801500,29658,6935,14979,7744,7600,12153,9905,640,60,143,1529,8234,1051,3110,669,306,594,237,540,122,1044,2781,3927,327,2095,764,1485,2465,8834,7332,4092,0.23383235551959,0.5050576572931418,0.2611099871872682,0.25625463618585204,0.40977139389035,0.33397396992379796,0.021579337784071752,0.0020230629172567267,0.004821633286128532,0.051554386674758916,0.27763166767819814,0.03543731876728033,0.10486209454447366,0.022557151527412504,0.010317620878009305,0.020028322880841595,0.00799109852316407,0.01820756625531054,0.0041135612650886775,0.035201294760267045,0.09376896621484929,0.13240946793445277,0.01102569289904916,0.07063861352754737,0.025760334479735653,0.05007080720210399,0.10848039431413106,0.38876908858865467,0.3226686617084012,0.1800818553888131
1801600,26857,6166,13613,7078,7084,10031,9742,552,898,495,1041,6590,605,3225,774,319,485,206,460,44,378,2944,2105,123,2126,785,2702,2288,8057,6817,3529,0.22958632758684885,0.5068697173921138,0.26354395502103733,0.2637673604646833,0.3734966675354656,0.3627359719998511,0.02055330081542987,0.0334363480656812,0.018430949100793088,0.03876084447257698,0.2453736456044979,0.022526715567635996,0.12008042595971255,0.028819302230331013,0.011877722753844435,0.018058606694716463,0.007670253565178538,0.017127750679524892,0.0016383065867371636,0.01407454294969654,0.1096176043489593,0.07837807647913021,0.004579811594742525,0.07915999553189113,0.029228878877015304,0.1006069181219049,0.11057947900053164,0.38939635590353294,0.3294669179836644,0.17055724711227105
1801700,47451,11977,24103,11371,12962,17667,16822,89,16,156,2275,6395,1218,5751,1373,406,1417,677,1148,351,2398,5346,8874,440,5656,1329,2136,3589,11786,12051,8048,0.2524077469389475,0.5079555752249689,0.23963667783608353,0.27316600282396575,0.37232092052854526,0.354513076647489,0.0018756190596615457,0.0003371899433099408,0.0032876019472719226,0.0479441950643822,0.13477060546669195,0.025668584434469243,0.12119871024846685,0.028935112010284293,0.008556194811489747,0.02986238435438663,0.01426734947630187,0.02419337843248825,0.007397104381361826,0.05053634275357737,0.11266358980843397,0.1870139723082759,0.00927272344102337,0.11919664496006406,0.028007839666181956,0.045014857431877095,0.10117268985736032,0.3322433331454023,0.3397135930540678,0.22687038394316963
1801800,184736,47433,98998,38305,43863,59461,81412,914,301,1173,10516,9205,9798,21870,7932,3061,16406,4219,14760,3161,13108,12789,24737,3189,17843,5168,4586,14057,38316,43374,41556,0.25676099948033954,0.5358890524857093,0.20734994803395115,0.23743612506495756,0.3218701281829205,0.440693746752122,0.004947600900744847,0.0016293521565910272,0.0063496015936254984,0.05692447600900745,0.049827862463190715,0.05303784860557769,0.11838515503204573,0.04293694786073099,0.016569591200415727,0.0888078122293435,0.02283799584271609,0.0798978001039321,0.017110904209249957,0.07095530919799065,0.06922852069980946,0.13390459899532306,0.01726247185172354,0.09658648016629136,0.02797505629655292,0.02482461458513771,0.10237940904423064,0.2790616374004938,0.3158998710880316,0.302659082467244
