MIGPUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
2000300,49954,15363,23602,10989,15117,17683,17154,572,196,378,2783,3169,1186,5588,1080,746,1764,844,2101,171,1884,10739,5836,418,5554,1923,3022,3518,9739,11158,10176,0.30754293950434397,0.4724746767025664,0.21998238379308965,0.30261840893622133,0.3539856668134684,0.3433959242503103,0.011450534491732394,0.0039236097209432675,0.007566961604676303,0.05571125435400569,0.06343836329423069,0.023741842495095488,0.11186291388077031,0.02161989029907515,0.014933739039916724,0.03531248748848941,0.016895543900388357,0.0420586939984786,0.0034231492973535653,0.037714697521719985,0.2149777795571926,0.11682748128278016,0.008367698282419827,0.11118228770468831,0.038495415782519915,0.06049565600352324,0.10170275505189211,0.2815472232661675,0.32256945448237984,0.2941805671995606
2000400,31003,6895,15650,8458,8734,10571,11698,195,321,134,2384,3058,515,2869,505,270,1061,339,1662,90,1077,5467,4601,273,2514,947,2721,2364,7550,7876,6318,0.22239783246782568,0.5047898590458988,0.2728123084862755,0.28171467277360257,0.34096700319323936,0.37731832403315807,0.006289713898654969,0.01035383672547818,0.0043221623713834145,0.07689578427894075,0.09863561590813792,0.016611295681063124,0.0925394316679031,0.01628874625036287,0.00870883462890688,0.03422249459729704,0.010934425700738638,0.05360771538238235,0.0029029448763022935,0.034738573686417445,0.1763377737638293,0.14840499306518723,0.008805599458116957,0.08108892687804406,0.03054543108731413,0.08776570009353933,0.09805873568939771,0.313174050107848,0.3266965322714452,0.2620706819313091
2000500,93154,20575,51280,21299,18600,27547,47007,1,52,752,3972,11745,5894,7963,8460,575,1191,1148,5447,917,5798,7468,19452,1717,6031,1679,2892,9783,21284,23161,18351,0.2208708160680164,0.5504862915172725,0.2286428924147111,0.19966936470790303,0.29571462309723684,0.5046160121948601,1.0734912081070056e-05,0.0005582154282156429,0.008072653884964682,0.042639070786010265,0.12608154239216782,0.0632715718058269,0.08548210490156086,0.09081735620585267,0.006172574446615282,0.012785280288554437,0.012323679069068425,0.0584730661055886,0.00984391437834124,0.062241020246044186,0.08016832342143118,0.20881550980097474,0.018431844043197285,0.06474225476093351,0.018023917384116624,0.0310453657384546,0.13479105526391932,0.2932528692872594,0.31911434436958347,0.2528417310792378
2000600,351212,82611,191945,76656,80530,106535,164147,150,288,1547,14696,18625,21770,39629,14298,7372,28299,5486,36107,14806,29953,23044,45022,5859,26114,8851,9296,27241,67634,84072,89654,0.23521690602826784,0.5465217589376217,0.21826133503411047,0.22929170985046068,0.30333530744963155,0.46737298269990774,0.00042709246836668453,0.0008200175392640343,0.00440474699042174,0.04184367276744531,0.05303064815552999,0.06198535357561814,0.1128349828593556,0.04071045408471237,0.02099017117866132,0.0805752650820587,0.015620195209730875,0.10280685170210585,0.0421568739109142,0.08528467136658201,0.06561279227361252,0.12819038073869912,0.016682231814402697,0.07435395145951733,0.025201302916756832,0.02646834390624466,0.10141808854025115,0.25180099850707927,0.31299957930164074,0.33378133365102886
2000700,51551,15221,24880,11450,16423,16963,18165,84,48,182,1855,4350,1110,5602,920,785,835,749,4182,161,1492,10603,6514,386,6518,2841,2334,3602,10115,11257,11356,0.2952610036662722,0.48262885298054353,0.22211014335318421,0.3185777191519078,0.3290527826812283,0.35236949816686386,0.0016294543267831856,0.0009311167581618204,0.003530484374696902,0.03598378304979535,0.08438245620841497,0.021532075032492094,0.10866908498380244,0.01784640453143489,0.01522763864910477,0.016197551938856667,0.014529301080483404,0.0811235475548486,0.003123120793001106,0.02894221256619658,0.2056798122247871,0.12636030338887702,0.007487730596884639,0.1264378964520572,0.05511047312370274,0.04527555236561851,0.09914671070740434,0.27842003853564545,0.3098541150564272,0.312579135700523
2000800,116847,25353,61154,30340,29231,41422,46194,245,164,245,5458,8110,3455,10429,2750,1949,6956,1089,5179,2282,7617,9965,22315,1462,8802,3521,14854,9430,27076,30801,24187,0.2169760455980898,0.5233681652074935,0.2596557891944166,0.25016474535075783,0.3544977620306897,0.39533749261855244,0.0020967590096450913,0.001403544806456306,0.0020967590096450913,0.046710655814869016,0.06940700231927222,0.029568581136015473,0.08925346821056596,0.02353505010826123,0.016679931876727686,0.059530839473841864,0.009319879842871448,0.04432291800388542,0.019529812489837137,0.06518780969986393,0.08528246339229933,0.19097623387849066,0.012512088457555607,0.07532927674651467,0.03013342233861374,0.1271235033847681,0.10306686777275012,0.2959319736813343,0.33664502590333795,0.2643561326425777
2000990,82914,18020,41143,23751,24240,31835,26839,1781,1690,1370,3031,13051,2767,8041,1892,1168,2857,503,1793,264,2255,12703,13092,804,5934,1490,6428,7158,19995,22960,14781,0.21733362278987867,0.4962129435318523,0.28645343367826903,0.2923511107894927,0.3839520466989893,0.323696842511518,0.021480087801818752,0.020382565067419253,0.0165231444629375,0.036555949538075595,0.15740405721591047,0.03337192753937815,0.09698000337699303,0.02281882432399836,0.014086885206358396,0.03445738958438865,0.006066526762669754,0.021624816074486818,0.0031840219986974455,0.027196854572207347,0.15320693730853654,0.1578985454808597,0.009696794268760403,0.07156813083435849,0.01797042718961816,0.0775261113925272,0.11030295558911456,0.3081178537306993,0.35380774801984777,0.22777144266033839
2001000,45699,10272,22476,12951,12659,16099,16941,684,330,602,2384,7803,1550,4347,1056,638,1487,291,1226,1053,2061,5637,6635,751,3623,891,2650,3918,10923,12411,8175,0.22477515919385543,0.49182695463795706,0.2833978861681875,0.2770082496334712,0.3522834197684851,0.3707083305980437,0.014967504759403926,0.007221164576905402,0.013173154773627432,0.05216744348891661,0.1707477187684632,0.03391759119455568,0.0951224315630539,0.02310772664609729,0.013960918182017112,0.03253900522987374,0.006367754217816582,0.026827720519048557,0.02304207969539815,0.0450994551303092,0.1233506203636841,0.14518917262959802,0.01643361999168472,0.07927963412766144,0.01949714435764459,0.057988139784240354,0.11059361503937674,0.3083241595393344,0.3503260225251926,0.2307562028960962
2001200,63979,16182,32671,15126,14914,25872,23193,4401,1100,912,2345,13422,3356,6510,1899,994,1560,323,1092,176,1431,7328,6665,885,4621,1145,3814,10835,12903,14806,9253,0.2529267415870833,0.5106519326654059,0.2364213257475109,0.23310773847668767,0.4043826880695228,0.36250957345378954,0.06878819612685412,0.017193141499554542,0.014254677315994311,0.03665265165132309,0.20978758655183732,0.05245471170227731,0.10175213742009097,0.029681614279685523,0.015536347864142921,0.02438300067209553,0.005048531549414652,0.017068100470466873,0.0027509026399287267,0.022366714078056862,0.11453758264430516,0.10417480735866456,0.013832663842823426,0.07222682442676504,0.01789649728817268,0.059613310617546385,0.22668786743937905,0.26995418122476306,0.3097683955059941,0.19358955582986379
2001300,288068,69972,149579,68517,72668,100659,114741,545,669,565,15870,52588,9420,32972,8009,4599,7125,3710,12317,3758,19428,25499,39596,6438,25934,7628,11398,27096,62989,72176,55835,0.24290098171265118,0.5192489273366011,0.23785009095074774,0.25225988308316094,0.3494279128539095,0.3983122040629296,0.001891914409097852,0.002322368329699932,0.001961342460807865,0.055091159031895244,0.18255411916630795,0.03270061235541608,0.11445908604912729,0.02780246330727467,0.01596498049071747,0.0247337434216921,0.012878903592207395,0.042757265645611456,0.013045530916311426,0.06744240943110655,0.08851729452768096,0.13745365677548357,0.022348889845453156,0.09002735465237374,0.026479858922198927,0.03956704666953636,0.12423886728779987,0.28881318318538624,0.33093683515516104,0.25601111437165286
2001400,34861,7626,17712,9523,10119,13875,10867,365,421,393,1973,4984,1058,3803,2423,329,934,304,717,51,870,5131,5527,153,2257,714,2454,2735,8959,9383,6158,0.21875448208599868,0.5080749261352228,0.27317059177877856,0.29026706061214536,0.39800923668282606,0.3117237027050285,0.010470152892917587,0.01207653251484467,0.011273342703881127,0.05659619632253808,0.14296778635151028,0.030349100714265224,0.10909038753908379,0.06950460399873784,0.009437480278821606,0.0267921172657124,0.00872034651903273,0.02056739623074496,0.0014629528699693067,0.024956254840652878,0.14718453285906888,0.15854393161412467,0.00438885860990792,0.06474283583373971,0.020481340179570293,0.07039384986087605,0.10042225078024601,0.32895171654121536,0.34451991922158987,0.22610611345694878
2001500,52903,11971,27063,13869,16547,21011,15345,337,350,271,1663,9948,1787,5035,1687,587,1157,328,899,460,1859,7151,10808,341,4239,816,3180,4672,13692,14303,8265,0.2262820633990511,0.5115588908001436,0.26215904580080523,0.3127799935731433,0.3971608415401773,0.2900591648866794,0.0063701491408804795,0.006615881897056878,0.005122582840292611,0.03143489027087311,0.18804226603406235,0.03377880271440183,0.09517418671908966,0.03188855074381415,0.011095779067349678,0.02187021529969945,0.006200026463527588,0.01699336521558324,0.008695159064703325,0.03513978413322496,0.13517191841672496,0.20429843298111638,0.0064457592197039865,0.08012778103321172,0.015424456079995463,0.060110012664688205,0.11414052575002442,0.33450600996775137,0.3494332062933646,0.20192025798885957
2100100,82916,20591,43644,18681,21521,32199,29196,606,54,640,4942,10257,3293,11315,5264,1282,2444,1009,3418,408,3134,7927,12577,885,8677,1941,2843,6860,21105,20653,13707,0.24833566501037194,0.5263640310675864,0.2253003039220416,0.259551835592648,0.3883327705147378,0.3521153938926142,0.007308601476192773,0.0006512615176805441,0.007718655024362005,0.059602489266245354,0.1237035071638767,0.039714892180037625,0.13646340875102514,0.06348593757537749,0.015461430845675141,0.029475613874282405,0.012168942061845723,0.041222441989483334,0.004920642578030778,0.03779728882242269,0.09560277871580877,0.15168363162718895,0.010673452650875584,0.104648077572483,0.02340923344107289,0.03428771286603309,0.11006819093461692,0.3386281588447653,0.3313758523866827,0.219927797833935
2100200,34447,7931,18348,8168,8454,13242,12751,294,2102,310,1837,4420,669,4753,1386,227,828,295,762,32,846,3590,5816,210,3038,1005,2027,3114,9471,8835,5096,0.23023775655354603,0.5326443521932244,0.2371178912532296,0.2454205010595988,0.3844166400557378,0.3701628588846634,0.008534850640113799,0.06102127906639185,0.008999332307602984,0.0533283014486022,0.1283130606438877,0.019421139721891603,0.1379800853485064,0.04023572444625076,0.006589833657502831,0.02403692629256539,0.008563880744331872,0.022120939414172498,0.0009289633349783726,0.024559468168490726,0.10421807414288617,0.1688390861323192,0.00609632188579557,0.08819345661450925,0.029175254739164512,0.05884402125003629,0.11743852768139991,0.3571805702217529,0.33319505204404887,0.1921858500527983
2100300,35176,8324,19287,7565,8448,12997,13731,364,42,332,1025,6865,1217,4101,1582,326,862,272,1620,47,2647,3043,5033,298,2958,612,1930,3387,9086,8913,5466,0.2366386172390266,0.5482999772572208,0.21506140550375255,0.2401637480100068,0.36948487605185354,0.3903513759381396,0.010347964521264498,0.0011939959062997499,0.009438253354559927,0.0291391858085058,0.19516147373209006,0.03459745280873323,0.11658517170798272,0.044973845803957246,0.00926768251080282,0.02450534455310439,0.007732544916988856,0.04605412781441892,0.0013361382760973392,0.07525017057084375,0.08650784625881283,0.14308050943825334,0.00847168523993632,0.0840914259722538,0.017398226063224925,0.05486695474186946,0.12613585580217487,0.3383733055265902,0.3319305824519589,0.20356025621927604
