PUMA,ENT,FOD,SRV
1600702,59.018,254.29059999999998,275.3318
1600800,62.721,270.2457,292.6071
1600900,51.0,231.0,253.0
1601000,66.0,237.0,285.0
1601100,59.316900000000004,188.3918,161.3982
1601200,37.0,216.0,226.0
1601300,50.683099999999996,236.6082,211.6018
1700104,54.0,296.0,368.0
1700105,53.0,335.0,358.0
1700202,57.0,352.0,499.0
1700300,52.0,210.0,352.0
1700401,46.0,283.0,365.0
1700501,58.0,315.0,442.0
1700600,29.0,205.0,274.0
1700700,23.0,184.0,366.0
1700800,19.0,199.0,450.0
1700900,73.0,370.0,528.0
1701001,65.0,321.0,527.0
1701104,39.123,280.5678,335.34
1701105,30.877,221.4322,264.65999999999997
1701204,46.8728,250.1385,320.4477
1701205,57.1272,304.8615,390.5523
1701300,108.0,501.0,676.0
1701500,47.0,219.0,306.0
1701602,44.0,266.0,391.0
1701701,83.0,429.0,468.0
1701900,58.0,275.0,363.0
1702000,68.0,342.0,416.0
1702100,83.0,526.0,471.0
1702200,52.0,275.0,436.0
1702300,37.0,226.0,263.0
1702400,50.0,278.0,316.0
1702501,62.0,284.0,376.0
1702601,36.0,199.0,225.0
1702700,36.0,177.0,271.0
1702801,83.6715,387.24,467.454
1702901,59.3285,244.76,305.546
1703005,54.73480000000001,258.3596,324.72200000000004
1703007,43.7145,206.3415,259.34250000000003
1703008,51.89769999999999,244.9679,307.8905
1703009,42.653,201.331,253.04500000000002
1703102,49.028099999999995,225.05669999999998,291.412
1703105,51.5679,236.7153,306.508
1703106,62.200199999999995,285.52139999999997,369.704
1703107,45.2682,207.79739999999998,269.06399999999996
1703108,40.9356,187.9092,243.31199999999998
1703202,61.93450000000001,272.00100000000003,341.85290000000003
1703203,61.498,270.084,339.4436
1703204,77.6485,341.013,428.5877
1703205,65.28099999999999,286.698,360.3242
1703207,61.595,270.51,339.979
1703208,93.993,412.794,518.8026
1703209,63.050000000000004,276.90000000000003,348.01
1703306,91.17360000000001,327.49920000000003,386.2404
1703307,80.601,289.522,341.4515
1703308,64.88279999999999,233.06159999999997,274.8642
1703309,88.8822,319.2684,376.5333
1703310,76.4604,274.6488,323.9106
1703401,52.8504,290.36,310.3192
1703407,74.5104,409.36,437.4992
1703408,80.142,440.29999999999995,470.566
1703409,63.4638,348.67,372.6374
1703410,72.3444,397.46,424.7812
1703411,72.3444,397.46,424.7812
1703412,45.702600000000004,251.09,268.3498
1703413,70.6116,387.93999999999994,414.60679999999996
1703414,69.96180000000001,384.37,410.7914
1703415,52.633799999999994,289.16999999999996,309.0474
1703416,58.6986,322.49,344.6578
1703417,50.467800000000004,277.27000000000004,296.3294
1703418,45.702600000000004,251.09,268.3498
1703419,50.901,279.65,298.873
1703420,77.5428,426.02,455.3044
1703421,75.1602,412.93,441.31460000000004
1703422,54.150000000000006,297.5,317.95000000000005
1703501,69.96180000000001,384.37,410.7914
1703502,66.063,362.95,387.899
1703503,59.7816,328.44,351.0168
1703504,58.9152,323.68,345.9296
1703520,54.7998,301.07,321.7654
1703521,79.49220000000001,436.73,466.7506
1703522,57.399,315.34999999999997,337.027
1703523,87.5064,480.76,513.8072
1703524,71.6946,393.89,420.96579999999994
1703525,54.5832,299.88,320.4936
1703526,68.44560000000001,376.04,401.88880000000006
1703527,62.1642,341.53,365.0066
1703528,64.3302,353.43,377.7246
1703529,74.9436,411.74,440.0428
1703530,53.9334,296.31,316.6782
1703531,57.399,315.34999999999997,337.027
1703532,56.7492,311.78000000000003,333.21160000000003
1703601,65.325,250.848,346.2225
1703602,84.675,325.152,448.7775
1703700,67.0,306.0,344.0
1800101,32.606,226.14589999999998,277.6168
1800102,36.834,255.4701,313.6152
1800103,33.824,234.5936,287.98720000000003
1800104,36.736000000000004,254.79040000000003,312.7808
1800200,51.0,306.0,403.0
1800300,37.0,211.0,275.0
1800401,37.1577,221.2378,275.0524
1800402,49.842299999999994,296.7622,368.94759999999997
1800500,52.0,341.0,557.0
1800600,55.0,271.0,437.0
1800700,21.0,161.0,273.0
1800800,46.0,233.0,367.0
1800900,47.0,218.0,435.0
1801001,50.708000000000006,258.2486,359.6646
1801002,47.501999999999995,241.9209,336.9249
1801003,41.79,212.8305,296.4105
1801100,25.0,204.0,303.0
1801200,73.0,393.0,388.0
1801300,37.0,267.0,369.0
1801400,34.0,229.0,369.0
1801500,38.0,139.0,275.0
1801600,24.0,155.0,269.0
1801700,37.0,251.0,277.0
1801801,70.41380000000001,242.25740000000002,280.7718
1801802,80.4906,274.6638,304.5366
1801803,77.09559999999999,263.0788,291.6916
1801900,40.0,202.0,300.0
1802000,44.0,214.0,289.0
1802100,38.0,160.0,265.0
1802200,79.0,311.0,356.0
1802301,42.6712,235.5496,265.1792
1802302,44.013999999999996,242.962,273.524
1802303,48.9003,269.93489999999997,303.8898
1802304,58.188,321.204,361.608
1802305,58.9713,325.5279,366.4758
1802306,63.596500000000006,351.0595,395.21900000000005
1802307,56.696,312.968,352.336
1802400,39.0,275.0,327.0
1802500,39.0,178.0,256.0
1802600,37.0,206.0,309.0
1802700,34.0,226.0,431.0
1802800,60.0,319.0,310.0
1802900,33.0,225.0,290.0
1803000,34.0,155.0,227.0
1803100,38.0,164.0,277.0
1803200,33.0,167.0,312.0
1803300,76.0,429.0,544.0
1803400,43.0,248.0,379.0
1803500,34.0,228.0,301.0
1803600,34.0,210.0,246.0
1900100,74.0,282.0,532.0
1900200,70.0,212.0,444.0
1900400,65.0,252.0,433.0
1900500,61.0,296.0,340.0
1900600,55.0,223.0,451.0
1900700,92.0,313.0,437.0
1900800,51.0,261.0,356.0
1900900,74.0,417.0,408.0
1901000,90.0,517.0,569.0
1901100,55.0,392.0,309.0
1901200,46.0,191.0,310.0
1901300,64.0,233.0,308.0
1901400,75.304,237.298,433.06600000000003
1901500,81.1146,412.9769,506.1161
1901600,54.944,297.29600000000005,379.98400000000004
1901700,90.6374,490.4291,626.8339
1901800,45.0,164.0,332.0
1901900,64.0,220.0,439.0
1902000,65.0,283.0,353.0
1902100,71.0,305.0,503.0
1902200,45.0,197.0,363.0
1902300,45.0,212.0,343.0
2000100,37.0,251.0,539.0
2000200,75.0,288.0,585.0
2000300,43.0,249.0,308.0
2000400,30.0,170.0,268.0
2000500,29.0,266.0,345.0
2000601,55.270399999999995,229.61599999999999,267.4112
2000602,73.9296,307.13399999999996,357.68879999999996
2000603,74.88159999999999,311.089,362.2948
2000604,67.8912,282.048,328.4736
2000700,53.0,278.0,273.0
2000801,38.0965,186.96589999999998,303.59979999999996
2000802,45.9035,202.0341,332.4002
2000900,27.563200000000002,202.224,327.188
2001000,33.0,195.0,345.0
2001100,34.4368,215.776,445.812
2001200,45.0,259.0,418.0
2001301,52.6445,327.234,396.6515
2001302,53.067800000000005,303.21000000000004,360.7324
2001303,42.6618,265.3416,288.7686
2001304,55.625899999999994,340.2144,376.84749999999997
2001400,19.0,157.0,284.0
2001500,41.0,234.0,330.0
2100100,45.0,384.0,530.0
2100200,23.0,142.0,348.0
2100300,18.0,151.0,249.0
2100400,36.0,229.0,327.0
2100500,43.0,257.0,248.0
2100600,15.0,126.0,201.0
2100700,20.0,122.0,162.0
2100800,14.0,123.0,143.0
2100900,13.0,182.0,198.0
2101000,0.0,99.0,118.0
2101100,18.0,187.0,224.0
2101200,29.3706,146.0727,234.4777
2101300,33.629400000000004,208.9273,307.5223
2101400,18.0,141.0,258.0
2101500,35.0,174.0,258.0
2101600,26.73,118.991,202.911
2101701,55.944,284.25600000000003,313.488
2101702,51.748200000000004,262.9368,289.9764
2101703,47.6856,242.2944,267.21119999999996
2101704,57.275999999999996,291.024,320.952
2101705,55.0449,279.68760000000003,308.4498
2101706,65.33460000000001,331.97040000000004,366.10920000000004
2101800,37.269999999999996,128.00900000000001,232.089
2101901,63.648,285.6672,302.88960000000003
2101902,106.352,477.3328,506.1104
2102000,44.0,201.0,348.0
2102100,39.0,179.0,293.0
2102200,25.0,177.0,211.0
2102300,41.0,199.0,270.0
2102400,44.0,303.0,296.0
2102500,49.0,282.0,261.0
2102600,47.0,297.0,305.0
2102700,16.0,158.0,244.0
2102800,22.0,207.0,276.0
2200100,48.3254,233.4014,302.8049
2200101,45.6746,220.5986,286.1951
2200200,48.0,279.0,308.0
2200300,40.0,220.0,369.0
2200400,50.0,280.0,375.0
2200500,40.0,143.0,315.0
2200600,15.0,107.0,244.0
2200700,37.0,277.0,391.0
2200800,35.8563,238.24349999999998,315.5804
2200900,51.1437,271.7565,329.4196
2201000,27.0,116.0,185.0
2201100,27.0,135.0,185.0
2201200,53.959500000000006,337.1184,291.3813
2201201,51.040499999999994,318.8816,275.6187
2201300,49.0,241.0,311.0
2201400,22.0,145.0,186.0
2201500,46.8712,281.2272,351.2482
2201501,67.33840000000001,404.03040000000004,504.6274
2201502,49.7904,298.7424,373.1244
2201600,30.0,215.0,221.0
2201700,21.0,161.0,218.0
2201800,37.0,291.0,324.0
2201900,39.0,172.0,180.0
2202000,30.0,155.0,158.0
2202100,35.0,217.0,195.0
2202200,48.801500000000004,293.32270000000005,271.7473
2202201,46.1985,277.6773,257.2527
2202300,41.99,260.091,237.12
2202301,53.821999999999996,333.3798,303.936
2202302,52.513,325.2717,296.544
2202400,87.59899999999999,472.546,316.892
2202401,77.78490000000001,419.6046,281.3892
2202402,85.6161,461.8494,309.7188
2202500,49.675,261.2575,231.4
2300100,39.0,174.0,233.0
2300200,98.0,299.0,361.0
2300300,69.0,266.0,370.0
2300400,61.0,249.0,372.0
2300500,214.0,508.0,588.0
2300600,41.0,215.0,254.0
2300700,75.3906,293.4798,333.803
2300800,113.5201,518.7293000000001,454.92350000000005
2300900,101.02759999999999,406.99980000000005,404.64
2301000,97.0617,360.7911,388.63349999999997
2400100,35.0,235.0,306.0
2400200,49.0,291.0,397.0
2400301,51.64,240.64239999999998,322.23359999999997
2400302,48.36,225.3576,301.7664
2400400,54.0,276.0,472.0
2400501,44.8096,244.9788,279.9126
2400502,46.816,255.948,292.44599999999997
2400503,42.56,232.68000000000004,265.86
2400504,43.8976,239.9928,274.2156
2400505,41.465599999999995,226.6968,259.0236
2400506,42.56,232.68000000000004,265.86
2400507,41.9216,229.1898,261.8721
2400601,47.65859999999999,204.8772,312.7938
2400602,39.3414,169.12279999999998,258.20619999999997
2400700,56.0,138.0,213.0
2400801,46.575,333.90000000000003,322.2
2400802,37.1565,266.378,257.044
2400803,40.158,287.896,277.808
2400804,43.573499999999996,312.382,301.436
2400805,39.537,283.444,273.512
2400901,73.1775,264.326,326.8595
2400902,91.8225,331.674,410.1405
2401001,55.942,250.5932,340.7744
2401002,54.8215,245.57389999999998,333.9488
2401003,75.44699999999999,337.96619999999996,459.5904
2401004,76.06949999999999,340.75469999999996,463.38239999999996
2401005,57.602000000000004,258.0292,350.88640000000004
2401006,49.343500000000006,221.0351,300.5792
2401007,45.816,205.2336,279.0912
2401101,20.7711,179.7957,231.3927
2401102,23.9268,207.1116,266.5476
2401103,19.3424,167.4288,215.4768
2401104,20.5356,177.7572,228.7692
2401105,30.2539,261.8793,337.0323
2401106,21.2421,183.8727,236.6397
2401107,20.9124,181.01880000000003,232.96680000000003
2401201,79.02159999999999,346.08,403.47159999999997
2401202,55.9508,245.04,285.6758
2401203,68.8562,301.56,351.56870000000004
2401204,70.144,307.2,358.144
2401300,108.0,338.0,507.0
2401400,98.0,553.0,510.0
2401500,51.0,324.0,374.0
2401600,29.0,241.0,289.0
2500100,110.0,411.0,336.0
2500200,70.95779999999999,264.83119999999997,321.9418
2500300,60.075500000000005,395.1381,425.96930000000003
2500301,39.379000000000005,259.00980000000004,279.2194
2500302,39.909000000000006,262.49580000000003,282.97740000000005
2500303,37.894999999999996,249.24899999999997,268.697
2500304,50.244,330.4728,356.2584
2500400,43.8561,248.4927,275.4783
2500501,61.198,283.272,328.042
2500502,58.6343,271.40520000000004,314.29970000000003
2500503,74.9262,346.8168,401.6298
2500504,76.911,356.004,412.269
2500505,66.4908,307.7712,356.4132
2500506,57.89000000000001,267.96000000000004,310.31
2500507,64.5887,298.96680000000003,346.2173
2500508,63.5963,294.3732,340.8977
2500701,105.5275,439.9876,504.2973
2500702,60.349999999999994,251.62399999999997,288.402
2500703,112.32749999999999,468.33959999999996,536.7932999999999
2500704,61.497499999999995,256.4084,293.8857
2501000,72.9178,314.0536,361.1574
2501300,69.3618,312.3336,360.7554
2501400,63.1453,295.4355,341.27709999999996
2501600,74.1816,321.80400000000003,361.0062
2501900,43.2562,280.0096,336.804
2501901,41.631800000000005,269.49440000000004,324.156
2501902,35.9726,232.8608,280.092
2502400,56.4349,278.3207,320.0946
2502800,76.5784,347.4752,401.63840000000005
2503301,63.6939,417.5127,392.7519
2503302,77.027,504.911,474.96700000000004
2503303,59.392900000000004,389.3197,366.2309
2503304,67.8776,444.9368,418.5496
2503305,66.15719999999999,433.65959999999995,407.9412
2503306,56.8514,372.66020000000003,350.5594
2503400,81.1082,362.2648,427.39529999999996
2503500,60.6711,263.5428,315.537
2503601,75.1856,319.1552,386.8606
2503602,68.8352,292.1984,354.1852
2503603,69.69760000000001,295.85920000000004,358.62260000000003
2503900,75.31360000000001,311.528,376.67580000000004
2504000,72.1244,282.55830000000003,339.7859
2504200,48.498599999999996,268.86719999999997,310.67609999999996
2504301,48.2706,233.50080000000003,272.7102
2504302,41.187200000000004,234.24,269.57120000000003
2504303,48.0869,273.48,314.7299
2504500,42.685300000000005,242.76000000000002,279.3763
2504700,150.66,519.4125,461.09250000000003
2504800,170.34,549.5875000000001,446.9075
2504901,63.5458,258.6244,307.6286
2504902,61.9688,235.8742,282.7872
2504903,73.13,278.3575,333.72
2600100,74.0,415.0,519.0
2600200,65.0,313.0,370.0
2600300,76.0,315.0,391.0
2600400,110.0,364.0,458.0
2600500,109.0,396.0,494.0
2600600,48.0,197.0,274.0
2600700,53.0,306.0,363.0
2600801,46.7808,209.98199999999997,388.59959999999995
2600802,41.2192,185.018,342.4004
2600900,41.0,198.0,280.0
2601001,59.9585,289.375,415.31100000000004
2601002,81.1447,391.62500000000006,562.0602
2601003,67.80619999999999,327.24999999999994,469.66919999999993
2601004,50.090599999999995,241.74999999999997,346.95959999999997
2601100,58.0,249.0,413.0
2601200,45.0,247.0,283.0
2601300,58.0,244.0,280.0
2601400,63.0,349.0,459.0
2601500,64.0,368.0,494.0
2601600,44.0,206.0,285.0
2601701,50.0175,283.40250000000003,386.3
2601702,25.126200000000004,171.82260000000002,213.192
2601703,23.8194,162.8862,202.104
2601704,51.027,295.821,381.32000000000005
2601801,49.351800000000004,361.5168,475.68
2601802,33.648199999999996,246.48319999999998,324.32
2601900,47.0,308.0,404.0
2602000,60.0,304.0,458.0
2602101,50.568,277.608,312.18
2602102,47.432,260.392,292.82
2602200,27.0,166.0,268.0
2602300,45.0,182.0,244.0
2602400,69.0,327.0,401.0
2602500,41.0,227.0,319.0
2602600,48.0,243.0,306.0
2602701,53.128299999999996,238.61669999999998,246.60129999999998
2602702,57.7474,259.3626,268.0414
2602703,62.1243,279.0207,288.35729999999995
2602800,87.0,282.0,410.0
2602901,59.315400000000004,301.99830000000003,331.76230000000004
2602902,60.2082,306.5439,336.7559
2602903,76.0554,387.2283,425.39230000000003
2602904,71.2566,362.7957,398.55170000000004
2602905,55.3536,281.8272,309.6032
2602906,70.3638,358.2501,393.55809999999997
2602907,77.004,392.05800000000005,430.69800000000004
2602908,88.443,450.2985,494.6785
2603001,31.718400000000003,230.1,257.2872
2603002,42.112,305.5,341.596
2603003,34.540800000000004,250.57500000000002,280.1814
2603004,40.544,294.125,328.877
2603005,37.1616,269.5875,301.4403
2603006,37.9008,274.95,307.4364
2603100,50.0,255.0,296.0
2603201,40.872,339.3424,377.90880000000004
2603202,31.122,258.3924,287.7588
2603203,33.384,277.1728,308.67359999999996
2603204,33.150000000000006,275.23,306.51000000000005
2603205,24.102,200.1084,222.8508
2603206,28.509,236.6978,263.5986
2603207,25.779000000000003,214.03180000000003,238.35660000000001
2603208,34.281,284.6202,316.9674
2603209,28.314,235.0788,261.7956
2603210,28.743000000000002,238.6406,265.7622
2603211,27.612000000000002,229.2504,255.3048
2603212,28.509,236.6978,263.5986
2603213,25.584000000000003,212.4128,236.55360000000002
2603300,46.0,251.0,236.0
2700100,77.0,245.0,446.0
2700200,75.0,223.0,362.0
2700300,77.4178,218.4292,342.9132
2700400,103.3316,306.7326,389.91159999999996
2700500,70.25059999999999,218.83819999999997,297.17519999999996
2700600,81.0,260.0,440.0
2700700,83.0,300.0,459.0
2700800,104.0,296.0,594.0
2700900,80.0,334.0,496.0
2701000,64.0,161.0,309.0
2701101,38.3637,155.6381,244.52960000000002
2701102,42.816300000000005,173.70190000000002,272.91040000000004
2701103,41.82,169.66000000000003,266.56
2701201,75.24,217.8825,297.30249999999995
2701202,68.75999999999999,199.11749999999998,271.6975
2701301,66.7092,271.6708,366.6589
2701302,54.592800000000004,222.3272,300.06260000000003
2701303,69.60719999999999,283.47279999999995,382.58739999999995
2701304,85.0632,346.41679999999997,467.53939999999994
2701401,71.0946,265.3452,337.5594
2701402,68.5038,255.67559999999997,325.2582
2701403,70.7898,264.2076,336.1122
2701404,70.7136,263.9232,335.75039999999996
2701405,89.0778,332.4636,422.9442
2701406,82.8294,309.1428,393.27660000000003
2701407,84.5058,315.3996,401.2362
2701408,73.2282,273.3084,347.6898
2701409,73.0758,272.7396,346.9662
2701410,78.1812,291.7944,371.2068
2701501,68.9727,258.9303,372.00030000000004
2701502,63.8121,239.5569,344.1669
2701503,50.23350000000001,188.5815,270.9315
2701600,70.26259999999999,178.7694,258.8154
2701700,48.7374,187.2306,266.1846
2701800,66.0,192.0,329.0
2701900,65.0,213.0,464.0
2702000,72.0,210.0,437.0
2702100,65.0,208.0,482.0
2702200,66.0,225.0,322.0
2702300,74.0,241.0,434.0
2702400,55.0,217.0,412.0
2702500,71.0,291.0,397.0
2702600,72.0,243.0,343.0
2800100,40.0,306.0,278.0
2800200,25.0,177.0,274.0
2800300,23.0,145.0,211.0
2800400,34.0,261.0,316.0
2800500,35.0,284.0,335.0
2800600,42.0,290.0,417.0
2800700,22.0,170.0,248.0
2800800,31.0,163.0,305.0
2800900,37.518499999999996,221.0955,241.993
2801000,34.5906,208.4703,276.5304
2801100,36.2871,221.9298,318.6954
2801200,24.6038,157.5044,222.7812
2801300,39.0,324.0,413.0
2801400,9.0,124.0,227.0
2801500,23.0,174.0,303.0
2801600,35.0,225.0,410.0
2801700,15.0,167.0,307.0
2801800,41.0,334.0,392.0
2801900,23.0,221.0,214.0
2802000,65.0,430.0,411.0
2802100,34.0,226.0,239.0
2900100,34.0,149.0,335.0
2900200,35.0,197.0,308.0
2900300,44.0,212.0,383.0
2900400,36.0,171.0,317.0
2900500,41.0,246.0,468.0
2900600,84.0,395.0,468.0
2900700,36.0,210.0,394.0
2900800,29.0,196.0,317.0
2900901,33.3061,194.6765,243.93200000000002
2900902,34.1013,199.3245,249.756
2900903,51.5926,196.999,258.312
2901001,68.58,369.062,453.644
2901002,51.354,276.36060000000003,339.6972
2901003,51.84,278.976,342.91200000000003
2901004,41.04,220.856,271.472
2901005,57.186,307.74539999999996,378.27479999999997
2901100,25.0,176.0,268.0
2901200,29.0,201.0,317.0
2901300,43.0,157.0,261.0
2901400,78.0,293.0,342.0
2901500,32.0,213.0,278.0
2901600,41.0,190.0,281.0
2901701,42.763,208.362,231.60899999999998
2901702,53.148300000000006,258.9642,287.8569
2901703,53.1036,258.7464,287.6148
2901801,56.159800000000004,262.1203,327.4339
2901802,57.1132,266.5702,332.9926
2901803,50.8026,237.1161,296.1993
2901804,50.8026,237.1161,296.1993
2901805,53.571999999999996,250.04199999999997,312.346
2901806,51.846799999999995,241.9898,302.2874
2901807,72.0498,336.2853,420.07890000000003
2901808,61.6078,287.5483,359.19789999999995
2901901,68.224,405.5064,394.8464
2901902,91.776,545.4936,531.1536
2902001,23.022999999999996,134.134,226.7265
2902002,22.977,133.866,226.2735
2902100,31.0,180.0,325.0
2902200,42.0,238.0,368.0
2902300,25.0,166.0,257.0
2902400,17.0,155.0,222.0
2902500,22.0,164.0,297.0
2902601,56.8,257.44,393.48
2902602,51.3,318.915,377.055
2902603,51.888,322.5704,381.3768
2902700,144.0,302.0,364.0
2902800,46.0,323.0,464.0
3000100,144.0,376.0,419.0
3000200,206.0,473.0,635.0
3000300,203.0,462.0,508.0
3000400,171.0,383.0,428.0
3000500,257.0,514.0,540.0
3000600,136.8183,360.04920000000004,450.5738
3000700,118.1817,248.95080000000002,373.4262
3100100,48.0,259.0,401.0
3100200,79.0,341.0,620.0
3100300,47.0,221.0,389.0
3100400,50.0,219.0,384.0
3100500,76.0,268.0,411.0
3100600,63.0,262.0,545.0
3100701,58.0,184.0,297.0
3100702,65.0,257.0,319.0
3100801,78.7232,364.49920000000003,508.4656
3100802,67.2768,311.50079999999997,434.5344
3100901,92.44080000000001,418.7943,464.0778
3100902,80.4232,364.3497,403.7462
3100903,61.272,277.587,307.602
3100904,61.864,280.269,310.574
3200101,109.408,441.84000000000003,396.3936
3200102,66.35199999999999,267.96,240.39839999999998
3200103,84.24000000000001,340.2,305.208
3200200,131.0,344.0,333.0
3200300,75.0,304.0,278.0
3200401,76.38159999999999,284.5028,204.5136
3200402,77.978,290.449,208.788
3200403,112.976,420.808,302.496
3200404,90.872,338.476,243.31199999999998
3200405,83.1356,309.65979999999996,222.5976
3200406,86.3284,321.5522,231.1464
3200407,91.6088,341.2204,245.2848
3200408,120.7124,449.6242,323.2104
3200409,95.04719999999999,354.0276,254.4912
3200410,92.714,345.337,248.244
3200411,125.25599999999999,466.54799999999994,335.376
3200412,86.9424,323.8392,232.7904
3200413,88.0476,327.9558,235.7496
3300100,110.0,364.0,339.0
3300200,114.002,391.4309,421.1283
3300300,65.2379,341.4347,353.8861
3300400,60.593,230.86700000000002,398.07300000000004
3300500,64.0,224.0,288.0
3300600,52.6753,236.37709999999998,284.2878
3300700,103.48169999999999,386.37019999999995,449.4
3300800,54.4066,244.14619999999996,293.6316
3300900,65.6103,294.4221,354.0978
3301000,155.9932,536.9517999999999,579.4953999999999
3400101,46.0544,288.6624,287.0176
3400102,61.544,385.74899999999997,383.551
3400301,58.782000000000004,305.0604,394.2636
3400302,61.983,321.6726,415.7334
3400303,73.18650000000001,379.81530000000004,490.8777
3400304,64.35950000000001,334.00590000000005,431.67310000000003
3400305,54.999,285.4278,368.8902
3400306,55.5325,288.1965,372.4685
3400307,60.722,315.1284,407.2756
3400308,55.387,287.4414,371.4926
3400400,44.0467,302.7846,379.7934
3400501,41.4344,284.82719999999995,357.26879999999994
3400502,32.9029,226.1802,283.7058
3400503,32.616,224.208,281.23199999999997
3400601,45.4032,323.2876,303.1084
3400602,36.828,262.22900000000004,245.86100000000002
3400701,46.958400000000005,334.3612,313.49080000000004
3400702,43.9344,312.8292,293.3028
3400703,42.876000000000005,305.293,286.237
3400800,84.0,316.0,374.0
3400901,34.8192,246.1212,276.8688
3400902,34.075199999999995,240.8622,270.95279999999997
3400903,34.2488,242.0893,272.3332
3400904,32.488,229.643,258.332
3400905,33.5544,237.1809,266.8116
3400906,45.334399999999995,320.4484,360.48159999999996
3400907,33.480000000000004,236.65500000000003,266.22
3401001,54.562799999999996,262.83299999999997,306.4167
3401002,51.873200000000004,249.877,291.31230000000005
3401003,57.580400000000004,277.369,323.36310000000003
3401101,78.3068,288.97,299.2264
3401102,83.2611,307.2525,318.1578
3401103,81.0966,299.265,309.8868
3401104,77.4891,285.9525,296.10179999999997
3401105,82.3953,304.0575,314.8494
3401106,78.403,289.325,299.594
3401201,53.894800000000004,237.7002,285.7631
3401202,50.276799999999994,221.74319999999997,266.57959999999997
3401203,64.4004,284.0346,341.46630000000005
3401204,50.678799999999995,223.5162,268.7111
3401205,48.7492,215.0058,258.4799
3401301,60.822,330.0084,419.86800000000005
3401302,48.763,264.5786,336.622
3401401,44.144,239.5168,304.736
3401402,74.49300000000001,404.18460000000005,514.2420000000001
3401403,41.633,225.89260000000002,287.402
3401404,40.145,217.81900000000002,277.13
3401501,82.99019999999999,342.7971,421.5585
3401502,82.6134,341.2407,419.6445
3401503,72.22,298.31,366.85
3401504,76.2078,314.7819,387.1065
3401600,65.0,265.0,390.0
3401700,42.0,244.0,308.0
3401800,44.0181,283.4393,362.6253
3401901,37.0629,238.6537,305.3277
3401902,35.8722,230.9866,295.5186
3401903,35.475300000000004,228.4309,292.2489
3401904,36.5715,235.4895,301.2795
3402001,50.3384,237.26919999999998,299.768
3402002,61.2676,288.7838,364.85200000000003
3402003,66.394,312.947,395.38
3402101,38.454,251.6765,301.9625
3402102,37.1904,243.4064,292.04
3402103,44.5536,291.5976,349.86
3402104,35.802,234.3195,281.1375
3402201,44.1,238.95000000000002,312.75
3402202,53.900000000000006,292.05,382.25000000000006
3402301,53.6759,270.6846,353.33889999999997
3402302,63.9123,322.3062,420.7233
3402303,45.4118,229.00920000000002,298.93780000000004
3402400,28.924,164.86679999999998,259.5929
3402500,30.076,158.1332,258.4071
3402600,147.4016,684.5886,410.4314
3500100,20.9378,175.8648,185.6356
3500200,24.0622,152.1352,203.3644
3500300,57.0,231.0,240.0
3500400,28.0,182.0,253.0
3500500,154.0,366.0,439.0
3500600,29.0,151.0,161.0
3500700,17.7952,131.048,140.6544
3500801,36.4236,207.264,222.19920000000002
3500802,36.590900000000005,208.216,223.21980000000002
3500803,37.523,213.52,228.906
3500804,37.2601,212.024,227.30220000000003
3500805,42.303,240.72,258.066
3500806,40.080299999999994,228.07199999999997,244.5066
3500900,18.0,178.0,180.0
3501001,21.717,148.64079999999998,157.3276
3501002,23.282999999999998,159.3592,168.67239999999998
3501100,58.0,234.0,295.0
3501200,24.0,228.0,279.0
3600100,25.0,208.0,226.0
3600200,114.0,430.0,356.0
3600300,125.0,384.0,317.0
3600401,52.346500000000006,262.698,258.028
3600402,72.1721,386.7864,381.1808
3600403,60.4814,268.5156,248.7912
3600500,83.0,318.0,327.0
3600600,48.0,246.0,261.0
3600701,68.376,337.218,383.838
3600702,58.498000000000005,288.5015,328.3865
3600703,76.516,377.363,429.533
3600704,63.587999999999994,229.809,265.119
3600800,58.0,220.0,276.0
3600901,59.669999999999995,285.363,302.91299999999995
3600902,49.436,236.4204,250.9604
3600903,46.716,223.4124,237.1524
3600904,56.882000000000005,272.0298,288.7598
3600905,47.702000000000005,228.1278,242.1578
3600906,79.594,380.6466,404.0566
3601000,45.0,181.0,242.0
3601101,41.5083,241.0482,240.5481
3601102,41.4917,240.9518,240.4519
3601201,45.6995,264.2262,293.4264
3601202,51.2435,296.2806,329.0232
3601203,45.43,262.668,291.69599999999997
3601204,63.294,365.95439999999996,406.3968
3601205,60.984,352.5984,391.56480000000005
3601206,48.471500000000006,280.2534,311.2248
3601207,69.8775,404.019,448.668
3601300,52.0,208.0,259.0
3601400,83.0,342.0,339.0
3601500,66.0,265.0,274.0
3601600,40.0,216.0,234.0
3601700,51.0,317.0,308.0
3601801,67.821,245.31,223.184
3601802,73.179,264.69,240.816
3601900,42.0,362.0,342.0
3602001,58.7664,344.9028,372.1872
3602002,109.2336,641.0972,691.8128
3602100,107.0,303.0,258.0
3602201,47.026999999999994,324.10499999999996,323.4695
3602202,38.844800000000006,229.55200000000002,252.2568
3602203,62.1356,233.394,268.32460000000003
3602300,61.0,276.0,229.0
3602401,40.1521,216.1646,241.5041
3602402,38.8479,217.83540000000002,233.4959
3602500,38.0,267.0,325.0
3602600,66.0,303.0,397.0
3602701,78.3335,286.9884,289.9237
3602702,133.6665,418.01160000000004,375.0763
3602801,74.6808,323.6168,328.7672
3602802,99.3192,430.3832,437.2328
3602901,53.7264,290.6982,312.76439999999997
3602902,55.944,302.697,325.67400000000004
3602903,58.3296,315.6048,339.5616
