PUMA,State,MIGPUMA
4700500,47,4700500
4700600,47,4700600
4700700,47,4700700
4700800,47,4700800
4700900,47,4700900
4701000,47,4701090
4701100,47,4701090
4701200,47,4701200
4701300,47,4701300
4701400,47,4701400
4701500,47,4701500
4701601,47,4701600
4701602,47,4701600
4701603,47,4701600
4701604,47,4701600
4701700,47,4701700
4701800,47,4701800
4701900,47,4701900
4702001,47,4702000
4702002,47,4702000
4702003,47,4702000
4702100,47,4702100
4702200,47,4702200
4702300,47,4702300
4702401,47,4702400
4702402,47,4702400
4702501,47,4702500
4702502,47,4702500
4702503,47,4702500
4702504,47,4702500
4702505,47,4702500
4702600,47,4702600
4702700,47,4702700
4702800,47,4702800
4702900,47,4702900
4703000,47,4703000
4703100,47,4703100
4703201,47,4703200
4703202,47,4703200
4703203,47,4703200
4703204,47,4703200
4703205,47,4703200
4703206,47,4703200
4703207,47,4703200
4703208,47,4703200
4800100,48,4800100
4800200,48,4800200
4800300,48,4800300
4800400,48,4800400
4800501,48,4800500
4800502,48,4800500
4800600,48,4800600
4800700,48,4800700
4800800,48,4800800
4800900,48,4800900
4801000,48,4801000
4801100,48,4801100
4801200,48,4801200
4801300,48,4801300
4801400,48,4801400
4801501,48,4801500
4801502,48,4801500
4801600,48,4801600
4801700,48,4801700
4801800,48,4801800
4801901,48,4801900
4801902,48,4801900
4801903,48,4801900
4801904,48,4801900
4801905,48,4801900
4801906,48,4801900
4801907,48,4801900
4802001,48,4802000
4802002,48,4802000
4802003,48,4802000
4802004,48,4802000
4802005,48,4802000
4802006,48,4802000
4802101,48,4802101
4802102,48,4802102
4802200,48,4802200
4802301,48,4802300
4802302,48,4802300
4802303,48,4802300
4802304,48,4802300
4802305,48,4802300
4802306,48,4802300
4802307,48,4802300
4802308,48,4802300
4802309,48,4802300
4802310,48,4802300
4802311,48,4802300
4802312,48,4802300
4802313,48,4802300
4802314,48,4802300
4802315,48,4802300
4802316,48,4802300
4802317,48,4802300
4802318,48,4802300
4802319,48,4802300
4802320,48,4802300
4802321,48,4802300
4802322,48,4802300
4802400,48,4802400
4802501,48,4802500
4802502,48,4802500
4802503,48,4802500
4802504,48,4802500
4802505,48,4802500
4802506,48,4802500
4802507,48,4802500
4802508,48,4802500
4802509,48,4802500
4802510,48,4802500
4802511,48,4802500
4802512,48,4802500
4802513,48,4802500
4802514,48,4802500
4802515,48,4802500
4802516,48,4802500
4802600,48,4802600
4802700,48,4802700
4802800,48,4802800
4802900,48,4802900
4803000,48,4803000
4803100,48,4803100
4803200,48,4803200
4803301,48,4803300
4803302,48,4803300
4803303,48,4803300
4803304,48,4803300
4803305,48,4803300
4803306,48,4803300
4803400,48,4803400
4803501,48,4803500
4803502,48,4803500
4803601,48,4803601
4803602,48,4803602
4803700,48,4803700
4803801,48,4803800
4803802,48,4803800
4803900,48,4803900
4804000,48,4804000
4804100,48,4804100
4804200,48,4804200
4804301,48,4804300
4804302,48,4804300
4804400,48,4804400
4804501,48,4804500
4804502,48,4804500
4804503,48,4804500
4804504,48,4804500
4804601,48,4804600
4804602,48,4804600
4804603,48,4804600
4804604,48,4804600
4804605,48,4804600
4804606,48,4804600
4804607,48,4804600
4804608,48,4804600
4804609,48,4804600
4804610,48,4804600
4804611,48,4804600
4804612,48,4804600
4804613,48,4804600
4804614,48,4804600
4804615,48,4804600
4804616,48,4804600
4804617,48,4804600
4804618,48,4804600
4804619,48,4804600
4804620,48,4804600
4804621,48,4804600
4804622,48,4804600
4804623,48,4804600
4804624,48,4804600
4804625,48,4804600
4804626,48,4804600
4804627,48,4804600
4804628,48,4804600
4804629,48,4804600
4804630,48,4804600
4804631,48,4804600
4804632,48,4804600
4804633,48,4804600
4804634,48,4804600
4804635,48,4804600
4804636,48,4804600
4804637,48,4804600
4804638,48,4804600
4804701,48,4804700
4804702,48,4804700
4804801,48,4804800
4804802,48,4804800
4804803,48,4804800
4804901,48,4804900
4804902,48,4804900
4804903,48,4804900
4804904,48,4804900
4804905,48,4804900
4805000,48,4805000
4805100,48,4805100
4805201,48,4805200
4805202,48,4805200
4805203,48,4805200
4805204,48,4805200
4805301,48,4805300
4805302,48,4805300
4805303,48,4805300
4805304,48,4805300
4805305,48,4805300
4805306,48,4805300
4805307,48,4805300
4805308,48,4805300
4805309,48,4805300
4805400,48,4805400
4805500,48,4805500
4805600,48,4805600
4805700,48,4805700
4805800,48,4805800
4805901,48,4805900
4805902,48,4805900
4805903,48,4805900
4805904,48,4805900
4805905,48,4805900
4805906,48,4805900
4805907,48,4805900
4805908,48,4805900
4805909,48,4805900
4805910,48,4805900
4805911,48,4805900
4805912,48,4805900
4805913,48,4805900
4805914,48,4805900
4805915,48,4805900
4805916,48,4805900
4806000,48,4806000
4806100,48,4806100
4806200,48,4806200
4806301,48,4806300
4806302,48,4806300
4806400,48,4806400
4806500,48,4806500
4806601,48,4806600
4806602,48,4806600
4806603,48,4806600
4806701,48,4806700
4806702,48,4806700
4806703,48,4806700
4806801,48,4806800
4806802,48,4806800
4806803,48,4806800
4806804,48,4806800
4806805,48,4806800
4806806,48,4806800
4806807,48,4806800
4806900,48,4806900
4903001,49,4903001
4905001,49,4905001
4911001,49,4911000
4911002,49,4911000
4913001,49,4913001
4921001,49,4921001
4935001,49,4935000
4935002,49,4935000
4935003,49,4935000
4935004,49,4935000
4935005,49,4935000
4935006,49,4935000
4935007,49,4935000
4935008,49,4935000
4935009,49,4935000
4949001,49,4949000
4949002,49,4949000
4949003,49,4949000
4949004,49,4949000
4953001,49,4953001
4957001,49,4957000
4957002,49,4957000
5000100,50,5000100
5000200,50,5000200
5000300,50,5000300
5000400,50,5000400
5101301,51,5101300
5101302,51,5101300
5104101,51,5104100
5104102,51,5104100
5104103,51,5104100
5110701,51,5110700
5110702,51,5110700
5110703,51,5110700
5151010,51,5151010
5151020,51,5151020
5151040,51,5151040
5151044,51,5151000
5151045,51,5151000
5151080,51,5151080
5151084,51,5151084
5151085,51,5151085
5151087,51,5151087
5151089,51,5151001
5151090,51,5151001
5151095,51,5151095
5151096,51,5151096
5151097,51,5151097
5151105,51,5151105
5151110,51,5151110
5151115,51,5151115
5151120,51,5151120
5151125,51,5151125
5151135,51,5151135
5151145,51,5151145
5151154,51,5151187
5151155,51,5151187
5151164,51,5151100
5151165,51,5151100
5151167,51,5151100
5151175,51,5151175
5151186,51,5151186
5151206,51,5151206
5151215,51,5151215
5151224,51,5151200
5151225,51,5151200
5151235,51,5151235
5151244,51,5151256
5151245,51,5151256
5151246,51,5151256
5151255,51,5151255
5155001,51,5155000
5155002,51,5155000
5159301,51,5159300
5159302,51,5159300
5159303,51,5159300
5159304,51,5159300
5159305,51,5159300
5159306,51,5159300
5159307,51,5159300
5159308,51,5159300
5159309,51,5159300
5310100,53,5310100
5310200,53,5310200
5310300,53,5310300
5310400,53,5310400
5310501,53,5310500
5310502,53,5310500
5310503,53,5310500
5310504,53,5310500
5310600,53,5310600
5310701,53,5310700
5310702,53,5310700
5310703,53,5310700
5310800,53,5310800
5310901,53,5310900
5310902,53,5310900
5311000,53,5311000
5311101,53,5311100
5311102,53,5311100
5311103,53,5311100
5311104,53,5311100
5311200,53,5311200
5311300,53,5311300
5311401,53,5311400
5311402,53,5311400
5311501,53,5311500
5311502,53,5311500
5311503,53,5311500
5311504,53,5311500
5311505,53,5311500
5311506,53,5311500
5311507,53,5311500
5311601,53,5311600
5311602,53,5311600
5311603,53,5311600
5311604,53,5311600
5311605,53,5311600
5311606,53,5311600
5311607,53,5311600
5311608,53,5311600
5311609,53,5311600
5311610,53,5311600
5311611,53,5311600
5311612,53,5311600
5311613,53,5311600
5311614,53,5311600
5311615,53,5311600
5311616,53,5311600
5311701,53,5311700
5311702,53,5311700
5311703,53,5311700
5311704,53,5311700
5311705,53,5311700
5311706,53,5311700
5311801,53,5311800
5311802,53,5311800
5311900,53,5311900
5400100,54,5400100
5400200,54,5400200
5400300,54,5400300
5400400,54,5400400
5400500,54,5400500
5400600,54,5400600
5400700,54,5400700
5400800,54,5400800
5400900,54,5400900
5401000,54,5401000
5401100,54,5401100
5401200,54,5401200
5401300,54,5401300
5500100,55,5500100
5500101,55,5500104
5500102,55,5500104
5500103,55,5500104
5500200,55,5500200
5500300,55,5500200
5500600,55,5500600
5500700,55,5500700
5500800,55,5500800
5500900,55,5500900
5501000,55,5501000
5501001,55,5501001
5501300,55,5501300
5501301,55,5501301
5501400,55,5501400
5501401,55,5501401
5501500,55,5501500
5501501,55,5501501
5501600,55,5501600
5501601,55,5501601
5502400,55,5502400
5502500,55,5502500
5510000,55,5510000
5520000,55,5520000
5530000,55,5530000
5540101,55,5540100
5540301,55,5540100
5540701,55,5540100
5541001,55,5540100
5541002,55,5540100
5541003,55,5540100
5541004,55,5540100
5541005,55,5540100
5550000,55,5550000
5555101,55,5555100
5555102,55,5555102
5555103,55,5555100
5570101,55,5570100
5570201,55,5570100
5570301,55,5570100
5600100,56,5600100
5600200,56,5600200
5600300,56,5600300
5600400,56,5600400
5600500,56,5600500
7200101,72,7200101
7200102,72,7200102
7200201,72,7200201
7200202,72,7200202
7200301,72,7200301
7200302,72,7200302
7200401,72,7200401
7200402,72,7200402
7200403,72,7200403
7200501,72,7200501
7200502,72,7200502
7200503,72,7200503
7200601,72,7200601
7200602,72,7200602
7200701,72,7200701
7200801,72,7200807
7200802,72,7200807
7200803,72,7200803
7200804,72,7200808
7200805,72,7200808
7200806,72,7200808
7200901,72,7200900
7200902,72,7200900
7201001,72,7201001
7201002,72,7201002
7201101,72,7201101
7201102,72,7201102
,,
, The 2014 place of work and migration public use microdata areas ,
,(POWPUMA and MIGPUMA) that are county-based and PUMA-based ,
,"and use the same codes.   Prior to 2012, POWPUMA and MIGPUMA in ",
,previous ACS datasets did not use the same codes. ,
,,
," For 2012 and 2013 ACS, the POWPUMAs and MIGPUMAs for Gwinnett ",
,"County and Richmond County, Georgia were assigned duplicate codes",
,"of 04000.  Starting with the 2014 ACS, Gwinnett County has a ",
,POWPUMA and MIGPUMA code of 04007.  The PUMA codes for ,
,Gwinnett County are 04001-04006.,
,"In addition, the POWPUMAs and MIGPUMAs for northwestern Wisconsin ",
,"(Ashland, Bayfield, Burnett, Douglas, Iron, Price, Rusk, Sawyer, Taylor, ",
,and Washburn Counties) and Dane County were assigned duplicate ,
,"codes of 00100.   Starting with the 2014, ACS Dane County has a ",
,POWPUMA and MIGPUMA code of 00104.  The PUMA codes for Dane ,
,County are 00101-00103.,
,Records affected are listed at the bottom of the 2012 and 2013 MIGPUMA,
,and POWPUMA code lists.,
,,
," For 2012, 2013, and 2014 ACS, the POWPUMAs and MIGPUMAs ",
,"Charlottesville area (Albemarle, Fluvanna, Greene, Louisa, Nelson Counties, ",
,"and Charlottesville city) and the Roanoke area (Alleghany,  Botetourt, ",
,"Craig, Franklin, and Roanoke Counties; and Covington, Roanoke, and",
,Salem cities) in Virginia were assigned duplicate codes of 51000.,
,"Starting with the 2015 ACS, the Charlottesville area has a ",
,POWPUMA and MIGPUMA code of 51001.  The PUMA codes for,
,Charlottesville area are 51089-51090.,
,"In addition, the POWPUMAs and MIGPUMAs for Lexington and Saluda",
,"Counties and for Calhoun, Fairfield, Kershaw, and Richland Counties",
,in South Carolina were assigned duplicate codes of 00600.  Starting with,
,"the 2015 ACS, Lexington and Saluda Counties has a MIGPUMA code",
,of 00606.  The PUMA codes for Lexington and Saluda Counties are,
,00601-00602.,
,"Records affected are listed at the bottom of the 2012, 2013, and 2014",
,MIGPUMA and POWPUMA code lists.,
,,
,"The other 2015 POWPUMA, MIGPUMA, and PUMA codes are the same as",
,"the 2012, 2013, and 2014 codes.",
